site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,date_insitu,chl,sd,depth,layer,ph,tp,cond,turbidity
Midge,2013-09-11T00:00:00Z,2013,9,36,11,254,9.252274075,0.190987309,9.443261384,5.234466984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-09-18T00:00:00Z,2013,9,37,18,261,81.36766719,0.268796953,81.63646415,72.19320276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-09-25T00:00:00Z,2013,9,38,25,268,0.459784262,0,0.459784262,-81.17667988,2013-09-17T00:00:00Z,1.98,5.5,7,I,6.51,0.004,90.1,1.05
Midge,2013-10-02T00:00:00Z,2013,10,39,2,275,0.226355329,7.07E-03,0.233428933,-0.226355329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-10-09T00:00:00Z,2013,10,40,9,282,0.028294416,0,0.028294416,-0.205134517,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-05-29T00:00:00Z,2014,5,21,29,149,0,0,0,-2.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-05T00:00:00Z,2014,6,22,5,156,0.007073604,0,0.007073604,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-12T00:00:00Z,2014,6,23,12,163,0,0,0,-7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-19T00:00:00Z,2014,6,24,19,170,0.07073604,6.37E-02,0.134398477,0.134398477,2014-06-16T00:00:00Z,1.98,5.75,7,I,6.69,0.008,94.7,1.19
Midge,2014-06-26T00:00:00Z,2014,6,25,26,177,0.091956852,0.134398477,0.226355329,9.20E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-07-02T00:00:00Z,2014,7,26,2,183,0.671992383,0.650771571,1.322763954,1.096408625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-07-09T00:00:00Z,2014,7,27,9,190,3.027502526,0.700286799,3.727789325,2.405025371,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-07-17T00:00:00Z,2014,7,28,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,2014-07-14T00:00:00Z,0.92,6.75,7,I,6.69,0.004,92.1,0.77
Midge,2014-07-23T00:00:00Z,2014,7,29,23,204,1.025672585,0.693213195,1.71888578,0.785170048,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-07-30T00:00:00Z,2014,7,30,30,211,1.202512686,9.90E-02,1.301543142,-0.417342638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-08-06T00:00:00Z,2014,8,31,6,218,1.626928928,7.78E-02,1.704738572,0.40319543,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-08-12T00:00:00Z,2014,8,32,12,224,0.551741115,2.83E-02,0.580035531,-1.124703041,2014-08-11T00:00:00Z,1.25,7,7,I,7,0.004,93.3,0.88
Midge,2014-08-20T00:00:00Z,2014,8,33,20,232,2.440393391,7.07E-03,2.447466995,1.867431465,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-08-27T00:00:00Z,2014,8,34,27,239,0.282944161,2.12E-02,0.304164973,-2.143302022,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-09-04T00:00:00Z,2014,9,35,4,247,1.138850249,7.07E-03,1.145923853,0.84175888,2014-09-02T00:00:00Z,2.15,6,7,I,6.86,0.004,92.5,0.85
Midge,2014-09-10T00:00:00Z,2014,9,36,10,253,0.40319543,0,0.40319543,-0.742728424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-09-17T00:00:00Z,2014,9,37,17,260,1.945241109,2.12E-02,1.966461921,1.563266491,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-09-25T00:00:00Z,2014,9,38,25,268,0.099030457,0,0.099030457,-1.867431465,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-10-03T00:00:00Z,2014,10,39,3,276,0.014147208,0,0.014147208,-8.49E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-10-10T00:00:00Z,2014,10,40,10,283,0.127324873,0,0.127324873,0.113177665,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-14T00:00:00Z,2015,5,19,14,134,0,0,0,-0.127324873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-21T00:00:00Z,2015,5,20,21,141,0.007073604,0,0.007073604,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-28T00:00:00Z,2015,5,21,28,148,0.113177665,1.41E-02,0.127324873,0.120251269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-05T00:00:00Z,2015,6,22,5,156,0.007073604,0,0.007073604,-0.120251269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-11T00:00:00Z,2015,6,23,11,162,0.014147208,0,0.014147208,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-19T00:00:00Z,2015,6,24,19,170,0.077809644,1.41E-02,0.091956852,7.78E-02,2015-06-17T00:00:00Z,1.25,8,7,I,6.64,0.008,96.7,1.26
Midge,2015-07-02T00:00:00Z,2015,7,26,2,183,0.07073604,7.07E-03,0.077809644,-1.41E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-09T00:00:00Z,2015,7,27,9,190,0.028294416,1.41E-02,0.042441624,-3.54E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-16T00:00:00Z,2015,7,28,16,197,0.141472081,4.95E-02,0.190987309,0.148545685,2015-07-15T00:00:00Z,1.63,6.25,7,I,6.54,0.004,95.2,0.52
Midge,2015-07-30T00:00:00Z,2015,7,30,30,211,1.237880706,0.162692893,1.400573599,1.20958629,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-06T00:00:00Z,2015,8,31,6,218,0.106104061,7.78E-02,0.183913705,-1.216659894,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-13T00:00:00Z,2015,8,32,13,225,0.261723349,0.120251269,0.381974618,0.198060913,2015-08-10T00:00:00Z,1.06,6.25,7,I,6.75,0.005,100.3,1.26
Midge,2015-08-20T00:00:00Z,2015,8,33,20,232,0.721507611,7.78E-02,0.799317256,0.417342638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-25T00:00:00Z,2015,8,34,25,237,0.565888323,9.90E-02,0.664918779,-0.134398477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-03T00:00:00Z,2015,9,35,3,246,0.884200504,6.37E-02,0.94786294,0.282944161,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-10T00:00:00Z,2015,9,36,10,253,13.59546695,0.50929949,14.10476644,13.1569035,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-17T00:00:00Z,2015,9,37,17,260,2.100860398,0,2.100860398,-12.00390604,2015-09-10T00:00:00Z,1.25,6.6,7,I,6.85,0.009,99.1,0.67
Midge,2015-09-24T00:00:00Z,2015,9,38,24,267,0.77102284,0,0.77102284,-1.329837558,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-10-02T00:00:00Z,2015,10,39,2,275,0.381974618,0,0.381974618,-0.389048222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-10-12T00:00:00Z,2015,10,41,12,285,0.063662436,0,0.063662436,-0.318312182,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-05-26T00:00:00Z,2016,5,21,26,147,0.063662436,3.54E-02,0.099030457,3.54E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-03T00:00:00Z,2016,6,22,3,155,0.049515228,1.41E-02,0.063662436,-3.54E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-16T00:00:00Z,2016,6,24,16,168,0.091956852,1.41E-02,0.106104061,4.24E-02,2016-06-14T00:00:00Z,1.09,5.75,8.3,I,7.1,0.004,98.7,1.4
Midge,2016-06-23T00:00:00Z,2016,6,25,23,175,1.117629437,0.488078678,1.605708116,1.499604055,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-30T00:00:00Z,2016,6,26,30,182,2.603086284,0.919568524,3.522654809,1.916946693,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-07T00:00:00Z,2016,7,27,7,189,0.212208121,9.20E-02,0.304164973,-3.218489835,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-14T00:00:00Z,2016,7,28,14,196,5.347644649,3.515581204,8.863225854,8.55906088,2016-07-12T00:00:00Z,1.08,8,NA,I,7.31,0.006,101.2,2.19
Midge,2016-07-21T00:00:00Z,2016,7,29,21,203,2.914324862,0.728581215,3.642906077,-5.220319776,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-27T00:00:00Z,2016,7,30,27,209,5.510337542,1.881578673,7.391916215,3.749010138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-04T00:00:00Z,2016,8,31,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-15T00:00:00Z,2016,8,33,15,228,3.451918768,0.654308373,4.106227141,2.486371818,2016-08-16T00:00:00Z,1.06,7.75,8.3,I,7.24,0.001,101.8,1.51
Midge,2016-08-22T00:00:00Z,2016,8,34,22,235,0.537593907,4.24E-02,0.580035531,-3.52619161,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-31T00:00:00Z,2016,8,35,31,244,1.987682733,0.198060913,2.185743646,1.605708116,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-07T00:00:00Z,2016,9,36,7,251,0.466857866,8.49E-02,0.551741115,-1.634002532,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-14T00:00:00Z,2016,9,37,14,258,1.358131974,8.49E-02,1.443015223,0.891274108,2016-09-13T00:00:00Z,1.41,7.5,7.3,I,7.25,0.003,103.4,0.97
Midge,2016-09-21T00:00:00Z,2016,9,38,21,265,0.954936545,9.20E-02,1.046893397,-0.396121826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-28T00:00:00Z,2016,9,39,28,272,0.084883248,2.12E-02,0.106104061,-0.940789336,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-10-05T00:00:00Z,2016,10,40,5,279,0.134398477,0,0.134398477,2.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
