site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,light_sum,watertemp_mean_interp,watertemp_median_interp,watertemp_max_interp,watertemp_min_interp,watertemp_sd_interp,watertemp_range_interp,watertemp_cv_interp,ysi_readings_mean_only,buoy_interp,onset_interp,watertemp_daily_mean,watertemp_daily_median,watertemp_daily_max,watertemp_daily_min,watertemp_daily_sd,watertemp_daily_range,watertemp_daily_cv,watertemp_daily_obs,wtr_mean_diff,wtr_median_diff,wtr_max_diff,wtr_min_diff,wtr_sd_diff,wtr_range_diff,diff_interp
Midge,2010-08-12,2010,8,32,12,224,1.945241109,33.86134251,35.80658362,20.06074104,1.554006548,592028.2,23.71375,23.68,24.03,23.52,0.139869893,0.51,0.005898261,0,0,0,23.71375,23.68,24.03,23.52,0.139869893,0.51,0.005898261,24,-1.03458333,-1.04,-0.86,-1.03,0.020535993,0.17,0
Midge,2010-08-19,2010,8,33,19,231,42.087944,2.256479687,44.34442368,8.537840068,1.646874271,638819.9,24.2825,24.295,24.89,23.68,0.41658289,1.21,0.017155684,0,0,0,24.2825,24.295,24.89,23.68,0.41658289,1.21,0.017155684,24,0.56875,0.615,0.86,0.16,0.276712997,0.7,0
Midge,2010-08-26,2010,8,34,26,238,4.661505058,0.063662436,4.725167494,-39.61925619,0.674747961,404283.5,21.47041667,21.51,21.84,21.01,0.286894605,0.83,0.013362321,0,0,0,21.47041667,21.51,21.84,21.01,0.286894605,0.83,0.013362321,24,-2.81208333,-2.785,-3.05,-2.67,-0.129688285,-0.38,0
Midge,2010-09-02,2010,9,35,2,245,0.495152282,0,0.495152282,-4.230015212,-0.302115104,342735.7,23.99625,23.86,24.72,23.34,0.482509856,1.38,0.020107719,0,0,0,23.99625,23.86,24.72,23.34,0.482509856,1.38,0.020107719,24,2.52583333,2.35,2.88,2.33,0.195615251,0.55,0
Midge,2010-09-09,2010,9,36,9,252,0.40319543,0,0.40319543,-0.091956852,-0.390623935,283705.5,21.13166667,21.17,21.51,20.68,0.230701514,0.83,0.010917336,0,0,0,21.13166667,21.17,21.51,20.68,0.230701514,0.83,0.010917336,24,-2.86458333,-2.69,-3.21,-2.66,-0.251808342,-0.55,0
Midge,2010-09-16,2010,9,37,16,259,0.148545685,0,0.148545685,-0.254649745,-0.81774036,250993.5,18.55916667,18.49,19.22,18.09,0.326522077,1.13,0.017593574,0,0,0,18.55916667,18.49,19.22,18.09,0.326522077,1.13,0.017593574,24,-2.5725,-2.68,-2.29,-2.59,0.095820563,0.3,0
Midge,2010-09-23,2010,9,38,23,266,0.049515228,0,0.049515228,-0.099030457,-1.27478095,NA,18.02333,18.01,18.41,17.61,0.194056618,0.8,0.010766966,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,-0.53583667,-0.48,-0.81,-0.48,-0.132465459,-0.33,1
Midge,2010-09-30,2010,9,39,30,273,0.014147208,0,0.014147208,-0.03536802,-1.750869961,NA,17.85537,17.83693,17.9536,17.8192,NA,0.1344,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-0.16796,-0.17307,-0.4564,0.2092,NA,-0.6656,1
Midge,2010-10-07,2010,10,40,7,280,0.042441624,0,0.042441624,0.028294416,-1.336849366,NA,15.72838,15.74253,15.8592,15.52507,NA,0.33413,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-2.12699,-2.0944,-2.0944,-2.29413,NA,0.19973,1
Midge,2011-04-28,2011,4,17,28,118,0,0,0,-0.042441624,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2011-05-05,2011,5,18,5,125,0,0,0,0,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2011-05-12,2011,5,19,12,132,0,0,0,0,-2.443697499,NA,11.64515,11.77783,12.10893,10.80317,NA,1.30576,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2011-05-19,2011,5,20,19,139,0,0,0,0,-2.443697499,NA,12.22229,12.22575,12.49307,11.957,NA,0.53607,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.57714,0.44792,0.38414,1.15383,NA,-0.76969,1
Midge,2011-05-26,2011,5,21,26,146,0,0,0,0,-2.443697499,NA,15.24841,15.32533,16.042,14.50547,NA,1.53653,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,3.02612,3.09958,3.54893,2.54847,NA,1.00046,1
Midge,2011-06-02,2011,6,22,2,153,0.007073604,0,0.007073604,0.007073604,-1.971688914,NA,16.51833,17.29,17.77,13.82,1.275190239,3.95,0.077198481,0,0,1,18.98823529,19.07,20.03,17.13,0.876585958,2.9,0.046164688,17,1.26992,1.96467,1.728,-0.68547,NA,2.41347,1
Midge,2011-06-10,2011,6,23,10,161,0,0,0,-0.007073604,-2.443697499,261391.8,19.08375,18.74,22.34,17.13,1.588277198,5.21,0.083226682,0,0,0,19.08375,18.74,22.34,17.13,1.588277198,5.21,0.083226682,24,2.56541667,1.45,4.57,3.31,0.313086959,1.26,0
Midge,2011-06-16,2011,6,24,16,167,0,0,0,0,-2.443697499,449653.4,19.17833333,19.47,20.2,17.93,0.708971494,2.27,0.036967315,0,0,0,19.17833333,19.47,20.2,17.93,0.708971494,2.27,0.036967315,24,-3.11666667,-2.71,-2.81,-3.41,0.254859843,0.6,0
Midge,2011-06-23,2011,6,25,23,174,0.007073604,0,0.007073604,0.007073604,-1.971688914,62237.4,19.38916667,19.47,19.71,18.74,0.280882409,0.97,0.014486564,0,0,0,19.38916667,19.47,19.71,18.74,0.280882409,0.97,0.014486564,24,0.21083334,0,-0.49,0.81,-0.428089085,-1.3,0
Midge,2011-06-30,2011,6,26,30,181,0,0,0,-0.007073604,-2.443697499,315653.1,21.35708333,21.425,21.68,21.01,0.202043456,0.67,0.009460255,0,0,0,21.35708333,21.425,21.68,21.01,0.202043456,0.67,0.009460255,24,1.96791666,1.955,1.97,2.27,-0.078838953,-0.3,0
Midge,2011-07-07,2011,7,27,7,188,0,0,0,0,-2.443697499,571146.3,23.8125,23.775,24.21,23.18,0.313705068,1.03,0.013173966,0,0,0,23.8125,23.775,24.21,23.18,0.313705068,1.03,0.013173966,24,2.45541667,2.35,2.53,2.17,0.111661612,0.36,0
Midge,2011-07-14,2011,7,28,14,195,0.198060913,0.014147208,0.212208121,0.212208121,-0.665932217,461881.1,23.39458333,23.35,24.38,22.34,0.55478926,2.04,0.023714432,0,0,0,23.39458333,23.35,24.38,22.34,0.55478926,2.04,0.023714432,24,-0.41791667,-0.425,0.17,-0.84,0.241084192,1.01,0
Midge,2011-07-21,2011,7,29,21,202,0.148545685,0.007073604,0.155619289,-0.056588832,-0.79800432,414143.2,25.67291667,25.77,26.29,25.07,0.332205792,1.22,0.012939932,0,0,0,25.67291667,25.77,26.29,25.07,0.332205792,1.22,0.012939932,24,2.27833334,2.42,1.91,2.73,-0.222583468,-0.82,0
Midge,2011-07-28,2011,7,30,28,209,0.226355329,0,0.226355329,0.07073604,-0.638356522,583783.3,24.88625,24.9,25.59,24.03,0.522567345,1.56,0.020998236,0,0,0,24.88625,24.9,25.59,24.03,0.522567345,1.56,0.020998236,24,-0.78666667,-0.87,-0.7,-1.04,0.190361553,0.34,0
Midge,2011-08-04,2011,8,31,4,216,0.834685276,0.007073604,0.84175888,0.615403551,-0.072958881,385716.2,24.33875,24.38,24.73,24.03,0.202104418,0.7,0.008303813,0,0,0,24.33875,24.38,24.73,24.03,0.202104418,0.7,0.008303813,24,-0.5475,-0.52,-0.86,0,-0.320462927,-0.86,0
Midge,2011-08-11,2011,8,32,11,223,0.155619289,0.014147208,0.169766497,-0.671992383,-0.761034826,354748,23.92625,24.03,24.21,23.35,0.252617816,0.86,0.010558187,0,0,0,23.92625,24.03,24.21,23.35,0.252617816,0.86,0.010558187,24,-0.4125,-0.35,-0.52,-0.68,0.050513398,0.16,0
Midge,2011-08-18,2011,8,33,18,230,3.232637043,0.870053296,4.102690339,3.932923842,0.613449653,214224.1,23.20375,23.35,23.86,22.34,0.469743802,1.52,0.020244305,0,0,0,23.20375,23.35,23.86,22.34,0.469743802,1.52,0.020244305,24,-0.7225,-0.68,-0.35,-1.01,0.217125986,0.66,0
Midge,2011-08-25,2011,8,34,25,237,2.334289331,0.049515228,2.383804559,-1.71888578,0.377926019,206452.7,22.48208333,22.425,22.84,22.18,0.189759096,0.66,0.008440459,0,0,0,22.48208333,22.425,22.84,22.18,0.189759096,0.66,0.008440459,24,-0.72166667,-0.925,-1.02,-0.16,-0.279984706,-0.86,0
Midge,2011-09-01,2011,9,35,1,244,1.053967001,0,1.053967001,-1.329837558,0.024307891,146023.5,21.3575,21.34,21.68,21.18,0.153827967,0.5,0.007202527,0,0,0,21.3575,21.34,21.68,21.18,0.153827967,0.5,0.007202527,24,-1.12458333,-1.085,-1.16,-1,-0.035931129,-0.16,0
Midge,2011-09-08,2011,9,36,8,251,0.459784262,0,0.459784262,-0.594182739,-0.33405872,142600.3,21.07291667,21.01,21.34,20.68,0.169204768,0.66,0.00802949,0,0,0,21.07291667,21.01,21.34,20.68,0.169204768,0.66,0.00802949,24,-0.28458333,-0.33,-0.34,-0.5,0.015376801,0.16,0
Midge,2011-09-15,2011,9,37,15,258,0.056588832,0,0.056588832,-0.40319543,-1.220484084,111525.6,20.69208333,20.76,21.18,19.87,0.437512526,1.31,0.021143957,0,0,0,20.69208333,20.76,21.18,19.87,0.437512526,1.31,0.021143957,24,-0.38083334,-0.25,-0.16,-0.81,0.268307758,0.65,0
Midge,2011-09-22,2011,9,38,22,265,0.014147208,0,0.014147208,-0.042441624,-1.750869961,NA,18.93833,19.07,19.55,18.09,0.416597675,1.46,0.021997589,0,0,1,19.55,18.83111111,18.74,18.42,0.334493813,1.13,0.017762829,9,-1.86097222,-2.02,-1.63,-1.45,-0.103018713,-0.18,0
Midge,2011-09-29,2011,9,39,29,272,0,0,0,-0.014147208,-2.443697499,NA,19.419556,19.3825,19.647,19.2905,NA,0.3565,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.481226,0.3125,0.097,1.2005,NA,-1.1035,1
Midge,2011-10-06,2011,10,40,6,279,0,0,0,0,-2.443697499,NA,15.992076,15.992875,16.381,15.68525,NA,0.69575,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-3.42748,-3.389625,-3.266,-3.60525,NA,0.33925,1
Midge,2012-02-16,2012,2,7,16,47,0,0,0,0,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2012-03-29,2012,3,13,29,89,0,0,0,0,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2012-04-13,2012,4,15,13,104,0,0,0,0,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2012-04-19,2012,4,16,19,110,0,0,0,0,-2.443697499,NA,13.99668,13.97617,14.35475,13.824,NA,0.53075,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2012-05-03,2012,5,18,3,124,0,0,0,0,-2.443697499,NA,13.89848,13.912,13.956,13.846,NA,0.11,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2012-05-10,2012,5,19,10,131,0,0,0,0,-2.443697499,NA,15.07525,15.0945,15.309,14.814,NA,0.495,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1.17677,1.1825,1.353,0.968,NA,0.385,1
Midge,2012-05-17,2012,5,20,17,138,0,0,0,0,-2.443697499,NA,16.44353,16.37554,16.805,16.145,NA,0.66,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1.36828,1.28104,1.496,1.331,NA,0.165,1
Midge,2012-05-24,2012,5,21,24,145,0,0,0,0,-2.443697499,NA,18.7475,18.73,19.06,18.57,0.160440968,0.49,0.008557993,0,0,1,18.69181818,19.06,19.22,17.28,0.71178393,1.94,0.038079973,11,2.30397,2.35446,2.255,2.425,NA,-0.17,1
Midge,2012-05-31,2012,5,22,31,152,0,0,0,0,-2.443697499,426059.5,20.5275,20.51,21.01,20.03,0.258713372,0.98,0.012603258,0,0,0,20.5275,20.51,21.01,20.03,0.258713372,0.98,0.012603258,24,1.83568182,1.45,1.79,2.75,-0.453070558,-0.96,0
Midge,2012-06-07,2012,6,23,7,159,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,419299.5,17.32291667,17.125,17.93,16.81,0.450067427,1.12,0.025981042,0,0,0,17.32291667,17.125,17.93,16.81,0.450067427,1.12,0.025981042,24,-3.20458333,-3.385,-3.08,-3.22,0.191354055,0.14,0
Midge,2012-06-14,2012,6,24,14,166,0.141472081,0,0.141472081,0.091956853,-0.838416159,NA,19.99125,19.71,21.01,19.22,0.650734117,1.79,0.032550947,0,0,0,19.99125,19.71,21.01,19.22,0.650734117,1.79,0.032550947,24,2.66833333,2.585,3.08,2.41,0.20066669,0.67,0
Midge,2012-06-21,2012,6,25,21,173,0.502225886,0.007073604,0.50929949,0.36782741,-0.289967733,NA,23.32166667,23.34,24.72,22.34,0.64961304,2.38,0.027854486,0,0,0,23.32166667,23.34,24.72,22.34,0.64961304,2.38,0.027854486,24,3.33041667,3.63,3.71,3.12,-0.001121077,0.59,0
Midge,2012-06-28,2012,6,26,28,180,0.007073604,0,0.007073604,-0.502225886,-1.971688914,NA,20.35291667,20.27,20.84,20.03,0.282880819,0.81,0.013898785,0,0,0,20.35291667,20.27,20.84,20.03,0.282880819,0.81,0.013898785,24,-2.96875,-3.07,-3.88,-2.31,-0.366732221,-1.57,0
Midge,2012-07-05,2012,7,27,5,187,0.282944161,0.021220812,0.304164973,0.297091369,-0.511780809,NA,23.3575,23.34,23.86,23.01,0.230391916,0.85,0.009863723,0,0,0,23.3575,23.34,23.86,23.01,0.230391916,0.85,0.009863723,24,3.00458333,3.07,3.02,2.98,-0.052488903,0.04,0
Midge,2012-07-12,2012,7,28,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,673232.2,24.44958333,24.12,25.76,23.52,0.803213541,2.24,0.032851829,0,0,0,24.44958333,24.12,25.76,23.52,0.803213541,2.24,0.032851829,24,1.09208333,0.78,1.9,0.51,0.572821625,1.39,0
Midge,2012-07-19,2012,7,29,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,640229.3,25.04625,25.07,25.59,24.72,0.243753484,0.87,0.009732135,0,0,0,25.04625,25.07,25.59,24.72,0.243753484,0.87,0.009732135,24,0.59666667,0.95,-0.17,1.2,-0.559460057,-1.37,0
Midge,2012-07-26,2012,7,30,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,198379.8,23.78625,23.86,24.21,23.34,0.228412527,0.87,0.009602713,0,0,0,23.78625,23.86,24.21,23.34,0.228412527,0.87,0.009602713,24,-1.26,-1.21,-1.38,-1.38,-0.015340957,0,0
Midge,2012-08-02,2012,8,31,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,476821.2,24.86166667,24.465,25.93,24.21,0.677685747,1.72,0.027258259,0,0,0,24.86166667,24.465,25.93,24.21,0.677685747,1.72,0.027258259,24,1.07541667,0.605,1.72,0.87,0.44927322,0.85,0
Midge,2012-08-09,2012,8,32,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,413540.5,25.45875,25.42,25.93,25.07,0.260956643,0.86,0.010250175,0,0,0,25.45875,25.42,25.93,25.07,0.260956643,0.86,0.010250175,24,0.59708333,0.955,0,0.86,-0.416729104,-0.86,0
Midge,2012-08-16,2012,8,33,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,300056.2,25.1775,25.07,25.76,24.89,0.20955958,0.87,0.008323288,0,0,0,25.1775,25.07,25.76,24.89,0.20955958,0.87,0.008323288,24,-0.28125,-0.35,-0.17,-0.18,-0.051397063,0.01,0
Midge,2012-08-23,2012,8,34,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,216506,24.39875,24.38,24.89,23.86,0.321495317,1.03,0.013176713,0,0,0,24.39875,24.38,24.89,23.86,0.321495317,1.03,0.013176713,24,-0.77875,-0.69,-0.87,-1.03,0.111935737,0.16,0
Midge,2012-08-30,2012,8,35,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,225504.4,23.50625,23.52,23.86,23.17,0.191715652,0.69,0.008155944,0,0,0,23.50625,23.52,23.86,23.17,0.191715652,0.69,0.008155944,24,-0.8925,-0.86,-1.03,-0.69,-0.129779665,-0.34,0
Midge,2012-09-06,2012,9,36,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,233889.9,22.50583333,22.34,23.34,22.17,0.382223662,1.17,0.016983315,0,0,0,22.50583333,22.34,23.34,22.17,0.382223662,1.17,0.016983315,24,-1.00041667,-1.18,-0.52,-1,0.19050801,0.48,0
Midge,2012-09-13,2012,9,37,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,99200.6,21.37583333,21.09,22.34,20.68,0.552180788,1.66,0.025832012,0,0,0,21.37583333,21.09,22.34,20.68,0.552180788,1.66,0.025832012,24,-1.13,-1.25,-1,-1.49,0.169957126,0.49,0
Midge,2012-09-20,2012,9,38,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,95023.9,19.2,19.22,19.38,18.9,0.143980675,0.48,0.007498993,0,0,0,19.2,19.22,19.38,18.9,0.143980675,0.48,0.007498993,24,-2.17583333,-1.87,-2.96,-1.78,-0.408200113,-1.18,0
Midge,2012-09-27,2012,9,39,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,NA,18.27667,18.25,18.41,18.09,0.112314259,0.32,0.006145227,0,0,1,18.07222222,18.09,18.25,17.93,0.125077754,0.32,0.006920995,9,-1.12777778,-1.13,-1.13,-0.97,-0.018902921,-0.16,0
Midge,2012-10-05,2012,10,40,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,NA,16.899236,16.925,17.08,16.73,NA,0.35,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-1.377434,-1.325,-1.33,-1.36,NA,0.03,1
Midge,2013-04-24,2013,4,16,24,114,0,0,0,-0.028294416,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2013-05-02,2013,5,17,2,122,0,0,0,0,-2.443697499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2013-05-14,2013,5,19,14,134,0,0,0,0,-2.443697499,NA,11.71708,11.58127,12.0992,11.4464,NA,0.6528,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2013-05-23,2013,5,20,23,143,0,0,0,0,-2.443697499,NA,14.97667,14.99,15.31,14.67,0.182224579,0.64,0.012167232,0,0,1,14.51625,14.67,14.83,14.05,0.299472751,0.78,0.020630173,8,NA,NA,NA,NA,NA,NA,0
Midge,2013-05-30,2013,5,21,30,150,0,0,0,0,-2.443697499,473237.5,14.35416667,14.285,15.31,13.43,0.723619625,1.88,0.050411817,0,0,0,14.35416667,14.285,15.31,13.43,0.723619625,1.88,0.050411817,24,-0.16208333,-0.385,0.48,-0.62,0.424146874,1.1,0
Midge,2013-06-06,2013,6,22,6,157,0,0,0,0,-2.443697499,655051.4,17.49666667,17.53,17.85,17.05,0.270951089,0.8,0.015485869,0,0,0,17.49666667,17.53,17.85,17.05,0.270951089,0.8,0.015485869,24,3.1425,3.245,2.54,3.62,-0.452668536,-1.08,0
Midge,2013-06-13,2013,6,23,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,282694.4,16.22666667,16.26,16.42,16.1,0.08143638,0.32,0.005018676,0,0,0,16.22666667,16.26,16.42,16.1,0.08143638,0.32,0.005018676,24,-1.27,-1.27,-1.43,-0.95,-0.189514709,-0.48,0
Midge,2013-06-20,2013,6,24,20,171,0.021220812,0,0.021220812,0,-1.605184015,386684.8,18.32333333,18.01,19.47,17.37,0.817513019,2.1,0.044615955,0,0,0,18.32333333,18.01,19.47,17.37,0.817513019,2.1,0.044615955,24,2.09666666,1.75,3.05,1.27,0.736076639,1.78,0
Midge,2013-06-27,2013,6,25,27,178,0.021220812,0,0.021220812,0,-1.605184015,311659.7,22.16333333,22.175,22.43,21.59,0.220269927,0.84,0.009938484,0,0,0,22.16333333,22.175,22.43,21.59,0.220269927,0.84,0.009938484,24,3.84,4.165,2.96,4.22,-0.597243092,-1.26,0
Midge,2013-07-03,2013,7,26,3,184,0.063662436,0,0.063662436,0.042441624,-1.172227408,319786.5,22.93625,22.43,24.13,22.09,0.860777265,2.04,0.037529119,0,0,0,22.93625,22.43,24.13,22.09,0.860777265,2.04,0.037529119,24,0.195,-0.33,0.69,-0.17,0.565903489,0.86,0
Midge,2013-07-11,2013,7,27,11,192,0.07073604,0,0.07073604,0.007073604,-1.128800578,291627.6,25.04333333,24.99,25.52,24.82,0.220782534,0.7,0.00881602,0,0,0,25.04333333,24.99,25.52,24.82,0.220782534,0.7,0.00881602,24,0.58416666,0.775,0,1.04,-0.373903475,-1.04,0
Midge,2013-07-18,2013,7,28,18,199,0.077809644,0,0.077809644,0.007073604,-1.089324144,302219.6,27.07333333,27.005,27.63,26.22,0.346870063,1.41,0.012812241,0,0,0,27.07333333,27.005,27.63,26.22,0.346870063,1.41,0.012812241,24,2.03,2.015,2.11,1.4,0.126087529,0.71,0
Midge,2013-07-25,2013,7,29,25,206,0.304164973,0.056588832,0.360753806,0.282944161,-0.43847669,286342.5,23.54625,23.61,23.78,23.27,0.192936405,0.51,0.008193933,0,0,0,23.54625,23.61,23.78,23.27,0.192936405,0.51,0.008193933,24,-3.52708333,-3.395,-3.85,-2.95,-0.153933658,-0.9,0
Midge,2013-08-01,2013,8,30,1,213,0.141472081,0.396121826,0.537593907,0.176840101,-0.266647102,283845.5,23.96625,23.95,24.3,23.78,0.144517563,0.52,0.006030045,0,0,0,23.96625,23.95,24.3,23.78,0.144517563,0.52,0.006030045,24,0.42,0.34,0.52,0.51,-0.048418842,0.01,0
Midge,2013-08-08,2013,8,31,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,-0.361421052,217044.4,22.61375,22.51,23.09,22.09,0.340444882,1,0.015054773,0,0,0,22.61375,22.51,23.09,22.09,0.340444882,1,0.015054773,24,-1.3525,-1.44,-1.21,-1.69,0.195927319,0.48,0
Midge,2013-08-15,2013,8,32,15,227,0.466857866,0.077809644,0.544667511,0.113177665,-0.261007489,192577.8,21.55166667,21.59,21.76,21.26,0.18475993,0.5,0.008572884,0,0,0,21.55166667,21.59,21.76,21.26,0.18475993,0.5,0.008572884,24,-1.06208333,-0.92,-1.33,-0.83,-0.155684952,-0.5,0
Midge,2013-08-22,2013,8,33,22,234,2.397951767,0.50929949,2.907251258,2.362583747,0.464020014,200274.6,23.375,23.27,24.13,22.76,0.432575703,1.37,0.018505912,0,0,0,23.375,23.27,24.13,22.76,0.432575703,1.37,0.018505912,24,1.82333333,1.68,2.37,1.5,0.247815773,0.87,0
Midge,2013-08-29,2013,8,34,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,0.200874374,198121.3,22.35125,22.345,22.76,22.09,0.171421487,0.67,0.007669436,0,0,0,22.35125,22.345,22.76,22.09,0.171421487,0.67,0.007669436,24,-1.02375,-0.925,-1.37,-0.67,-0.261154216,-0.7,0
Midge,2013-09-05,2013,9,35,5,248,4.166352776,0.042441624,4.2087944,2.624307096,0.624529027,122493.9,22.39291667,22.43,22.59,21.93,0.169769131,0.66,0.007581376,0,0,0,22.39291667,22.43,22.59,21.93,0.169769131,0.66,0.007581376,24,0.04166667,0.085,-0.17,-0.16,-0.001652356,-0.01,0
Midge,2013-09-11,2013,9,36,11,254,9.252274075,0.190987309,9.443261384,5.234466985,0.975287543,105659.2,20.75625,20.35,21.93,19.95,0.814279156,1.98,0.039230553,0,0,0,20.75625,20.35,21.93,19.95,0.814279156,1.98,0.039230553,24,-1.93416667,-2.41,-1,-2.48,0.658618456,1.48,0
Midge,2013-09-18,2013,9,37,18,261,81.36766719,0.268796953,81.63646415,72.19320276,1.911903337,60881.3,18.64208333,18.49,19.31,18.17,0.325829766,1.14,0.017478184,0,0,0,18.64208333,18.49,19.31,18.17,0.325829766,1.14,0.017478184,24,-2.11416667,-1.86,-2.62,-1.78,-0.48844939,-0.84,0
Midge,2013-09-25,2013,9,38,25,268,0.459784262,0,0.459784262,-81.17667988,-0.33405872,NA,17.07667,17.05,17.37,16.89,0.154093892,0.48,0.009023652,0,0,1,16.78333333,16.73,16.89,16.73,0.08,0.16,0.004766634,9,-1.85875,-1.76,-2.42,-1.44,-0.245829766,-0.98,0
Midge,2013-10-02,2013,10,39,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,-0.625198638,NA,17.26384,17.23533,17.58667,17.008,NA,0.57867,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.18717,0.18533,0.21667,0.118,NA,0.09867,1
Midge,2013-10-09,2013,10,40,9,282,0.028294416,0,0.028294416,-0.205134517,-1.496285346,NA,15.81295,15.7928,16.1896,15.6006,NA,0.589,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-1.45089,-1.44253,-1.39707,-1.4074,NA,0.01033,1
Midge,2014-05-29,2014,5,21,29,149,0,0,0,-0.028294416,-2.443697499,NA,15.73167,15.78,16.42,13.89,0.592604177,2.53,0.03766951,0,0,1,15.20111111,14.99,16.26,14.67,0.508218566,1.59,0.033432988,9,NA,NA,NA,NA,NA,NA,0
Midge,2014-06-05,2014,6,22,5,156,0.007073604,0,0.007073604,0.007073604,-1.971688914,49180.8,17.39166667,17.69,18.01,16.58,0.606125734,1.43,0.034851504,0,0,0,17.39166667,17.69,18.01,16.58,0.606125734,1.43,0.034851504,24,2.19055556,2.7,1.75,1.91,0.097907168,-0.16,0
Midge,2014-06-12,2014,6,23,12,163,0,0,0,-0.007073604,-2.443697499,114453.2,18.35833333,18.33,18.82,18.01,0.217528942,0.81,0.011849057,0,0,0,18.35833333,18.33,18.82,18.01,0.217528942,0.81,0.011849057,24,0.96666666,0.64,0.81,1.43,-0.388596792,-0.62,0
Midge,2014-06-19,2014,6,24,19,170,0.07073604,0.063662436,0.134398477,0.134398477,-0.860125707,280487.1,19.96458333,19.95,20.6,19.47,0.428952001,1.13,0.021485648,0,0,0,19.96458333,19.95,20.6,19.47,0.428952001,1.13,0.021485648,24,1.60625,1.62,1.78,1.46,0.211423059,0.32,0
Midge,2014-06-26,2014,6,25,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,398901.1,20.39083333,20.515,21.09,19.63,0.485394655,1.46,0.023804552,0,0,0,20.39083333,20.515,21.09,19.63,0.485394655,1.46,0.023804552,24,0.42625,0.565,0.49,0.16,0.056442654,0.33,0
Midge,2014-07-02,2014,7,26,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,509458.4,24.75458333,24.82,25.52,23.44,0.40776143,2.08,0.016472159,0,0,0,24.75458333,24.82,25.52,23.44,0.40776143,2.08,0.016472159,24,4.57083333,4.63,4.92,3.49,0.250286449,1.43,0
