site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp,schmidt.stability.mean-lag,schmidt.stability.max-lag,schmidt.stability.min-lag,schmidt.stability.median-lag,schmidt.stability.sd-lag,schmidt.stability.obs,schmidt.stability_range-lag,schmidt.stability_CV-lag
Midge,2012-05-10,2012,5,10,131,0,0,0,0,-2.443697499,19,NA,15.07525,14.814,15.309,15.0945,0,1,0.120165955,2.177146885,-2.252704589,0.191953894,1.178005858,144,4.429851474,9.803158145
Midge,2012-05-17,2012,5,17,138,0,0,0,0,-2.443697499,20,NA,16.44353,16.145,16.805,16.37554,0,1,35.69610154,46.77041115,19.18897905,36.12172397,6.270093162,144,27.5814321,0.175652043
Midge,2012-05-24,2012,5,24,145,0,0,0,0,-2.443697499,21,NA,18.7475,18.57,19.06,18.73,0,0,89.53377383,121.6803233,54.83176525,90.36239081,16.27011266,144,66.84855809,0.181720394
Midge,2012-05-31,2012,5,31,152,0,0,0,0,-2.443697499,22,426059.5,20.5275,20.03,21.01,20.51,0,0,223.596435,243.5464298,207.2526007,222.7507739,7.16936698,144,36.29382909,0.03206387
Midge,2012-06-07,2012,6,7,159,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,23,419299.5,17.32291667,16.81,17.93,17.125,0,0,309.3298924,346.4027329,280.6915547,307.7380098,21.90691365,144,65.71117815,0.070820552
Midge,2012-06-14,2012,6,14,166,0.141472081,0,0.141472081,0.091956853,-0.838416159,24,NA,19.99125,19.22,21.01,19.71,0,0,207.7540443,233.4505108,179.6725423,207.5220168,13.32000581,144,53.77796857,0.064114303
Midge,2012-06-21,2012,6,21,173,0.502225886,0.007073604,0.50929949,0.36782741,-0.289967733,25,NA,23.32166667,22.34,24.72,23.34,0,0,300.5740496,334.9035747,255.9186984,300.1627228,21.61883611,144,78.98487638,0.071925158
Midge,2012-06-28,2012,6,28,180,0.007073604,0,0.007073604,-0.502225886,-1.971688914,26,NA,20.35291667,20.03,20.84,20.27,0,0,436.7143479,479.9186154,399.6823082,433.5221332,24.53844972,144,80.23630719,0.056188788
Midge,2012-07-05,2012,7,5,187,0.282944161,0.021220812,0.304164973,0.297091369,-0.511780809,27,NA,23.3575,23.01,23.86,23.34,0,0,346.8916297,388.7573696,315.1811159,343.6509019,16.46009892,144,73.57625364,0.047450263
Midge,2012-07-12,2012,7,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,28,673232.2,24.44958333,23.52,25.76,24.12,0,0,465.7830349,498.6120958,417.1507761,464.7915874,20.37951032,144,81.46131973,0.043753226
Midge,2012-07-19,2012,7,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,29,640229.3,25.04625,24.72,25.59,25.07,0,0,505.3992482,530.5179061,475.8327698,505.1924343,12.06842934,144,54.68513634,0.023879001
Midge,2012-07-26,2012,7,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,30,198379.8,23.78625,23.34,24.21,23.86,0,0,566.7535293,605.0622919,537.576374,570.3040416,16.84635892,144,67.48591787,0.029724312
Midge,2012-08-02,2012,8,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,31,476821.2,24.86166667,24.21,25.93,24.465,0,0,495.0976595,514.5147777,458.2847458,496.5199415,11.33434456,144,56.23003195,0.022893149
Midge,2012-08-09,2012,8,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,32,413540.5,25.45875,25.07,25.93,25.42,0,0,513.5980741,540.2165765,487.6988149,513.929112,11.23086336,144,52.51776163,0.021867028
Midge,2012-08-16,2012,8,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,33,300056.2,25.1775,24.89,25.76,25.07,0,0,553.9147089,593.9505281,530.6361924,547.910349,17.06997848,144,63.31433567,0.03081698
Midge,2012-08-23,2012,8,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,34,216506,24.39875,23.86,24.89,24.38,0,0,554.588116,576.1416202,517.7893992,554.9159488,11.78617125,144,58.35222098,0.021252116
Midge,2012-08-30,2012,8,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,35,225504.4,23.50625,23.17,23.86,23.52,0,0,489.3814859,512.1836604,457.2354259,490.644548,11.98831963,144,54.9482345,0.02449688
Midge,2012-09-06,2012,9,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,36,233889.9,22.50583333,22.17,23.34,22.34,0,0,430.1248385,474.8754441,397.9660841,431.8104443,17.35016479,144,76.90936008,0.04033751
Midge,2012-09-13,2012,9,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,37,99200.6,21.37583333,20.68,22.34,21.09,0,0,364.3197879,405.7058367,336.7952476,363.3365174,12.4732946,144,68.91058911,0.034237214
Midge,2012-09-20,2012,9,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,38,95023.9,19.2,18.9,19.38,19.22,0,0,245.0347985,285.3319154,184.5381759,245.1969125,20.59002613,144,100.7937395,0.084028988
Midge,2012-09-27,2012,9,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,39,NA,18.27667,18.09,18.41,18.25,0,0,26.26674181,79.49380824,-7.765257768,19.32729934,27.20358809,144,87.25906601,1.035666634
Midge,2012-10-05,2012,10,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,40,NA,16.899236,16.73,17.08,16.925,0,1,3.072781465,27.00202756,-6.811117843,0.7335105,7.869960708,144,33.8131454,2.561184646
Midge,2013-04-24,2013,4,24,114,0,0,0,-0.028294416,-2.443697499,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-02,2013,5,2,122,0,0,0,0,-2.443697499,17,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-14,2013,5,14,134,0,0,0,0,-2.443697499,19,NA,11.71708,11.4464,12.0992,11.58127,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-23,2013,5,23,143,0,0,0,0,-2.443697499,20,NA,14.97667,14.67,15.31,14.99,0,0,87.63560889,101.4783179,67.15338809,89.63386517,8.654780786,144,34.32492985,0.098758723
Midge,2013-05-30,2013,5,30,150,0,0,0,0,-2.443697499,21,473237.5,14.35416667,13.43,15.31,14.285,0,0,140.659633,166.9643707,92.53145779,147.4186871,19.3596899,144,74.43291288,0.137635009
Midge,2013-06-06,2013,6,6,157,0,0,0,0,-2.443697499,22,655051.4,17.49666667,17.05,17.85,17.53,0,0,86.04720207,114.9662701,57.97123021,80.88315667,14.11833402,144,56.99503985,0.164076619
Midge,2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,23,282694.4,16.22666667,16.1,16.42,16.26,0,0,211.174768,239.0275887,192.8237335,211.138521,10.29829097,144,46.20385518,0.048766674
Midge,2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,-1.605184015,24,386684.8,18.32333333,17.37,19.47,18.01,0,0,158.7492867,176.9740195,131.1705181,159.3606554,9.645172969,144,45.80350144,0.060757268
Midge,2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,-1.605184015,25,311659.7,22.16333333,21.59,22.43,22.175,0,0,216.3543212,232.9494804,189.9715152,220.1508199,10.87172873,144,42.97796523,0.050249649
Midge,2013-07-03,2013,7,3,184,0.063662436,0,0.063662436,0.042441624,-1.172227408,26,319786.5,22.93625,22.09,24.13,22.43,0,0,387.1623237,417.719976,361.9847149,385.905806,13.82386481,144,55.7352611,0.035705605
Midge,2013-07-11,2013,7,11,192,0.07073604,0,0.07073604,0.007073604,-1.128800578,27,291627.6,25.04333333,24.82,25.52,24.99,0,0,421.26124,461.8491089,401.8444704,421.342869,10.43496424,144,60.00463852,0.024770768
Midge,2013-07-18,2013,7,18,199,0.077809644,0,0.077809644,0.007073604,-1.089324144,28,302219.6,27.07333333,26.22,27.63,27.005,0,0,551.3403519,591.1257645,521.1208092,551.8200665,17.98794877,144,70.00495537,0.032625852
Midge,2013-07-25,2013,7,25,206,0.304164973,0.056588832,0.360753806,0.282944161,-0.43847669,29,286342.5,23.54625,23.27,23.78,23.61,0,0,629.6855332,695.5859762,575.8566553,628.6924265,20.55601372,144,119.7293208,0.032644888
Midge,2013-08-01,2013,8,1,213,0.141472081,0.396121826,0.537593907,0.176840101,-0.266647102,30,283845.5,23.96625,23.78,24.3,23.95,0,0,494.5533525,543.1103764,456.2832178,496.8976189,15.55430417,144,86.82715859,0.031451216
Midge,2013-08-08,2013,8,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,-0.361421052,31,217044.4,22.61375,22.09,23.09,22.51,0,0,510.880689,532.782112,485.2918338,511.2995843,11.84916325,144,47.49027819,0.023193602
Midge,2013-08-15,2013,8,15,227,0.466857866,0.077809644,0.544667511,0.113177665,-0.261007489,32,192577.8,21.55166667,21.26,21.76,21.59,0,0,416.9569072,432.2952505,390.5750031,419.1762829,10.04190603,144,41.7202474,0.024083798
Midge,2013-08-22,2013,8,22,234,2.397951767,0.50929949,2.907251258,2.362583747,0.464020014,33,200274.6,23.375,22.76,24.13,23.27,0,0,390.6853507,417.0207817,368.7334688,388.5021021,13.51135907,144,48.28731295,0.034583736
Midge,2013-08-29,2013,8,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,0.200874374,34,198121.3,22.35125,22.09,22.76,22.345,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2013-09-05,2013,9,5,248,4.166352776,0.042441624,4.2087944,2.624307096,0.624529027,35,122493.9,22.39291667,21.93,22.59,22.43,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2013-09-11,2013,9,11,254,9.252274075,0.190987309,9.443261384,5.234466985,0.975287543,36,105659.2,20.75625,19.95,21.93,20.35,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2013-09-18,2013,9,18,261,81.36766719,0.268796953,81.63646415,72.19320276,1.911903337,37,60881.3,18.64208333,18.17,19.31,18.49,0,0,255.5450158,299.3401085,235.3180785,251.7250932,13.07476083,144,64.02203004,0.051164218
Midge,2013-09-25,2013,9,25,268,0.459784262,0,0.459784262,-81.17667988,-0.33405872,38,NA,17.07667,16.89,17.37,17.05,0,0,110.975503,146.873426,74.83153326,107.0578718,17.9183321,144,72.04189274,0.161462049
Midge,2013-10-02,2013,10,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,-0.625198638,39,NA,17.26384,17.008,17.58667,17.23533,0,1,-2.95916519,2.544401049,-8.152093758,-3.026964398,2.668471737,140,10.69649481,-0.901765047
Midge,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.205134517,-1.496285346,40,NA,15.81295,15.6006,16.1896,15.7928,0,1,37.03241113,63.210197,16.05678494,34.30554212,13.00501879,144,47.15341205,0.351179369
Midge,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,-2.443697499,21,NA,15.73167,13.89,16.42,15.78,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-05,2014,6,5,156,0.007073604,0,0.007073604,0.007073604,-1.971688914,22,49180.8,17.39166667,16.58,18.01,17.69,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-12,2014,6,12,163,0,0,0,-0.007073604,-2.443697499,23,114453.2,18.35833333,18.01,18.82,18.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-19,2014,6,19,170,0.07073604,0.063662436,0.134398477,0.134398477,-0.860125707,24,280487.1,19.96458333,19.47,20.6,19.95,0,0,315.2875178,326.6744766,299.4971284,316.5478478,6.638088118,112,27.17734819,0.021054078
Midge,2014-06-26,2014,6,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,25,398901.1,20.39083333,19.63,21.09,20.515,0,0,331.7295989,373.7208226,302.4519036,325.3208817,17.21049671,144,71.26891902,0.051881101
Midge,2014-07-02,2014,7,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,26,509458.4,24.75458333,23.44,25.52,24.82,0,0,NA,NA,NA,NA,NA,35,NA,NA
Midge,2014-07-09,2014,7,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,27,587744.3,23.25375,22.93,23.61,23.27,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2014-07-17,2014,7,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,28,634094.1,24.26125,23.78,24.64,24.3,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2014-07-23,2014,7,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,29,630692.1,25.53833333,25.17,26.22,25.52,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2014-07-30,2014,7,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,30,409514.7,23.19708333,22.76,23.78,23.09,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2014-08-06,2014,8,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,31,370150.7,24.01791667,23.78,24.3,23.95,0,0,424.0563622,462.2727498,378.7415212,419.6611971,18.74250715,143,83.53122864,0.044198151
Midge,2014-08-12,2014,8,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,32,472365.5,24.19166667,23.78,24.64,24.13,0,0,475.8718226,524.1214706,410.091996,479.0993603,26.19492914,143,114.0294746,0.055046187
Midge,2014-08-20,2014,8,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,33,388783.4,21.08583333,20.76,21.59,21.09,0,0,429.6253818,479.0237898,360.1459204,428.2193706,19.94263068,143,118.8778694,0.046418651
Midge,2014-08-27,2014,8,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,34,326427.9,22.92375,22.43,23.61,22.76,0,0,244.8908437,304.9143756,202.8119138,241.8129529,21.8740053,143,102.1024617,0.08932145
Midge,2014-09-04,2014,9,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,35,268431.3,22.99333333,22.43,23.61,22.93,0,0,213.8684326,320.1847863,96.45212873,227.7271134,60.31943528,144,223.7326576,0.282039918
Midge,2014-09-10,2014,9,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,36,228163.6,21.70333333,21.59,21.93,21.76,0,0,253.8777611,324.9759842,198.7279492,244.6149901,30.94575022,144,126.248035,0.121892324
Midge,2014-09-17,2014,9,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,37,208325.4,18.81833333,18.33,19.31,18.66,0,0,220.4371074,258.5600792,147.9154492,226.9254875,28.31798111,144,110.64463,0.128462859
Midge,2014-09-25,2014,9,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,38,NA,17.43,17.21,17.69,17.37,0,0,24.1822957,66.32842097,7.673983253,21.02022864,14.32298417,144,58.65443772,0.592292161
Midge,2014-10-03,2014,10,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,39,NA,17.14497,16.943,17.526,17.108,0,1,18.7975158,26.41814619,12.44400878,18.89494708,4.425556242,144,13.97413741,0.235433038
Midge,2014-10-10,2014,10,10,283,0.127324873,0,0.127324873,0.113177665,-0.882977839,40,NA,15.08721,14.963,15.238,15.084,0,1,21.26531361,35.61019979,12.46407725,20.39933515,6.84823257,144,23.14612253,0.322037695
Midge,2015-05-14,2015,5,14,134,0,0,0,-0.127324873,-2.443697499,19,NA,12.50968,11.96376,13.12632,12.6156,0,1,61.13226226,82.11190527,50.79989064,60.55209994,5.977552984,96,31.31201463,0.097780661
Midge,2015-05-21,2015,5,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,20,NA,14.03961,13.56624,14.76528,13.92468,0,1,83.15119938,113.0667412,56.79191007,85.50788423,16.31740427,96,56.27483111,0.19623775
Midge,2015-05-28,2015,5,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,21,NA,16.56453,15.66072,17.14848,16.73712,0,1,124.8027492,150.2586287,94.2575079,124.9136505,14.74808418,96,56.00112076,0.118171148
Midge,2015-06-05,2015,6,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,22,NA,16.98875,16.29,17.57,17.09,0,0,188.752679,236.8184286,128.4931243,188.2442458,28.01955172,96,108.3253043,0.148445849
Midge,2015-06-11,2015,6,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,23,634159.1,19.1275,18.53,19.67,19.02,0,0,195.4491723,230.6551246,161.1706389,195.5484119,20.00529903,96,69.48448569,0.102355507
Midge,2015-06-19,2015,6,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,24,533720.4,20.39166667,19.99,20.97,20.48,0,0,241.8891413,274.3782538,186.1145319,246.5405538,20.76530364,118,88.26372189,0.085846366
Midge,2015-07-02,2015,7,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,26,403089,20.41416667,19.99,20.81,20.4,0,0,321.072693,386.0294048,247.3740752,315.280295,33.78959786,144,138.6553296,0.105239712
Midge,2015-07-09,2015,7,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,27,407630.9,22.45916667,22.3,22.63,22.47,0,0,NA,NA,NA,NA,NA,1,NA,NA
Midge,2015-07-16,2015,7,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,28,702552.6,23.03708333,22.81,23.48,22.97,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2015-07-30,2015,7,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,30,623329.5,25.44916667,24.34,25.91,25.645,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2015-08-06,2015,8,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,31,632135.3,24.1275,24,24.34,24.17,0,0,NA,NA,NA,NA,NA,0,NA,NA
Midge,2015-08-13,2015,8,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,32,331401.1,23.44833333,23.14,23.83,23.48,0,0,413.2784334,458.567071,374.4724946,411.8776153,18.40191695,96,84.09457632,0.044526681
Midge,2015-08-20,2015,8,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,33,313026.6,25.85708333,25.56,26.26,25.91,0,0,358.57538,408.5930526,320.4293384,359.0323397,20.86518547,96,88.16371426,0.058189119
Midge,2015-08-25,2015,8,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,34,201167.3,24.89541667,24.34,25.38,24.87,0,0,447.6887235,519.2876442,372.0042881,442.7417495,31.22309596,96,147.2833561,0.069742869
Midge,2015-09-03,2015,9,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,35,314135.1,24.03041667,23.66,24.52,23.915,0,0,433.2742972,489.415025,379.2073196,438.5887923,32.25573647,96,110.2077054,0.074446457
Midge,2015-09-10,2015,9,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,36,157950.5,24.74291667,24.34,25.04,24.69,0,0,332.728858,405.8391754,262.7381534,330.6905549,35.48136561,96,143.101022,0.106637476
Midge,2015-09-17,2015,9,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,37,161352.1,22.57958333,22.13,23.14,22.47,0,0,294.3635133,365.7056119,232.2692714,296.9022547,32.04699433,96,133.4363405,0.108868772
Midge,2015-09-24,2015,9,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,38,NA,20.73125,20.48,21.13,20.64,0,0,86.84217283,192.6983641,31.79743503,77.10502929,35.48536051,96,160.9009291,0.408618985
Midge,2015-10-02,2015,10,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,39,NA,NA,NA,NA,NA,0,0,39.41532116,85.49779037,0.333274818,42.44239207,23.97101164,96,85.16451555,0.608164819
Midge,2015-10-12,2015,10,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,41,NA,15.7663,15.43699,16.34864,15.62417,0,1,NA,NA,NA,NA,NA,0,NA,NA
Midge,2016-05-26,2016,5,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,21,NA,16.53595,14.77083,18.48333,16.51892,0,1,41.71127236,52.86956307,32.94683123,40.96258528,3.763581094,143,19.92273184,0.090229352
Midge,2016-06-03,2016,6,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,22,NA,20.16958333,19.67,20.81,20.16,0,0,155.7416035,206.9439756,103.3825262,168.3300086,32.85789724,144,103.5614495,0.210977006
Midge,2016-06-16,2016,6,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,24,379203.6,16.28083333,15.66,17.24,16.13,0,0,318.1451418,354.112671,290.8415319,319.039069,15.50153083,144,63.27113912,0.048724713
Midge,2016-06-23,2016,6,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,25,413798.7,20.82666667,20.48,21.13,20.81,0,0,120.6356061,177.1972359,60.41520127,114.00283,29.81282323,144,116.7820346,0.247131209
Midge,2016-06-30,2016,6,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,26,531847.5,23.42041667,22.97,24,23.31,0,0,253.8581608,286.7386845,215.2707148,255.1337943,18.44559265,144,71.46796969,0.072661019
Midge,2016-07-07,2016,7,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,27,392066.6,23.62833333,22.47,24.69,23.48,0,0,386.7501394,427.8005093,341.730845,386.6313705,18.54960955,144,86.06966429,0.047962774
Midge,2016-07-14,2016,7,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,28,401463,24.13541667,23.83,24.52,24.17,0,0,423.4321723,456.173364,386.6584277,423.4574064,10.01925169,144,69.51493627,0.023661999
Midge,2016-07-21,2016,7,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,29,421926.1,23.77625,23.14,24.69,23.48,0,0,382.7643898,435.4329683,332.1786915,380.1988284,25.28380278,144,103.2542768,0.066055786
Midge,2016-07-27,2016,7,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,30,524818.1,24.76916667,24.17,25.56,24.52,0,0,401.9891617,421.8015081,374.582794,402.8938475,9.0422833,144,47.21871405,0.022493848
Midge,2016-08-04,2016,8,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,31,402141.5,24.705,24.17,25.56,24.52,0,0,448.0579958,478.0635524,415.6164251,450.530267,14.68578727,144,62.44712724,0.032776532
Midge,2016-08-15,2016,8,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,33,498899,25.35333333,25.21,25.56,25.38,0,0,422.3626001,451.7465753,388.6952892,422.2744003,12.45915632,144,63.05128612,0.029498721
Midge,2016-08-22,2016,8,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,34,285244.9,23.65041667,23.31,23.83,23.66,0,0,455.9872858,508.6061471,396.836332,452.0152079,24.4953118,144,111.7698151,0.053719287
Midge,2016-08-31,2016,8,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,35,304824.4,23.69333333,23.48,23.83,23.66,0,0,313.8104137,406.5242594,200.7167957,305.0444836,46.83364727,144,205.8074637,0.149241852
Midge,2016-09-07,2016,9,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,36,275191.3,22.28583333,22.13,22.47,22.3,0,0,256.8580871,308.0208099,207.6162144,255.4103325,25.424205,144,100.4045955,0.098981524
Midge,2016-09-14,2016,9,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,37,328914.1,22.20166667,21.97,22.47,22.13,0,0,141.1869277,237.2860214,83.88188766,145.7458879,29.893636,144,153.4041337,0.211730905
Midge,2016-09-21,2016,9,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,38,192125.6,22.08416667,21.8,22.3,22.13,0,0,64.93534771,220.2245006,-5.495742044,64.55185531,42.25987144,144,225.7202427,0.650799186
Midge,2016-09-28,2016,9,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,39,NA,19.465,19.18,19.83,19.425,0,0,48.45849774,91.01484842,8.91504486,41.94014563,23.2145433,144,82.09980356,0.479060317
Midge,2016-10-05,2016,10,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,40,NA,17.73153,17.53,18.13833,17.725,0,1,-9.484703825,-1.280890506,-12.19920785,-10.19139637,2.312329034,144,10.91831735,-0.243795597
