site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,WindSp_ms_mean_ALL_InstFilterInstMax,WindSp_ms_mean_ALL_InstFilterAveMax,WindSp_ms_mean_ALL_AveFilterInstMax,WindSp_ms_mean_ALL_AveFilterAveMax,WindSp_ms_median_ALL_InstFilterInstMax,WindSp_ms_median_ALL_InstFilterAveMax,WindSp_ms_median_ALL_AveFilterInstMax,WindSp_ms_median_ALL_AveFilterAveMax,WindSp_ms_min_ALL_InstFilterInstMax,WindSp_ms_min_ALL_InstFilterAveMax,WindSp_ms_min_ALL_AveFilterInstMax,WindSp_ms_min_ALL_AveFilterAveMax,WindSp_ms_max_ALL_InstFilterInstMax,WindSp_ms_max_ALL_InstFilterAveMax,WindSp_ms_max_ALL_AveFilterInstMax,WindSp_ms_max_ALL_AveFilterAveMax,WindSp_ms_sd_ALL_InstFilterInstMax,WindSp_ms_sd_ALL_InstFilterAveMax,WindSp_ms_sd_ALL_AveFilterInstMax,WindSp_ms_sd_ALL_AveFilterAveMax,WindSp_ms_cv_ALL_InstFilterInstMax,WindSp_ms_cv_ALL_InstFilterAveMax,WindSp_ms_cv_ALL_AveFilterInstMax,WindSp_ms_cv_ALL_AveFilterAveMax,MaxWindSp_ms_max_ALL_InstFilterMax.x,MaxWindSp_ms_max_ALL_AveFilterMax,MaxWindSp_ms_max_ALL_InstFilterMax.y,sum_2,sum_3,sum_5,sum_7,sum_10,sum_14
Midge,2009-10-05,2009,10,5,278,0.756875632,0,0.756875632,-3.80559897,-0.118914698,40,4.454166667,4.500090278,4.454166667,4.500090278,4.4,4.3625,4.4,4.3625,1.9,2.075,1.9,2.075,8.1,7.68,8.1,7.68,1.32199653,1.256425961,1.32199653,1.256425961,0.296799969,0.279200168,0.296799969,0.279200168,8.1,7.68,8.1,13.900000000000002,21.200000000000003,34.99999999999999,49.6,70.5,102.3
Midge,2010-04-15,2010,4,15,105,0.028294416,0,0.028294416,-0.728581215,-1.496285346,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-04-30,2010,4,30,120,0.099030457,0,0.099030457,0.07073604,-0.988723737,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-05-13,2010,5,13,133,0,0,0,-0.099030457,-2.443697499,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-05-25,2010,5,25,145,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,21,2.2825,2.19075,2.227559055,2.183779528,2.2,2.16,2.2,2.13,0.3,0.56,0.3,0.56,5.3,3.79,5.3,3.79,0.950423391,0.785450855,0.960793089,0.765687707,0.41639579,0.358530574,0.43132104,0.350625005,5.3,3.79,5.3,9.399999999999999,13.599999999999998,20.3,NA,NA,NA
Midge,2010-06-04,2010,6,4,155,0.148545685,0,0.148545685,0.099030457,-0.81774036,22,2.012048193,2.009879518,1.953409091,1.993636364,2,2.01,1.85,2.01,0.2,0.9,0.2,0.5,4.4,3.85,4.4,3.85,0.879495087,0.702935472,0.912612627,0.736656288,0.437114324,0.349740104,0.46718971,0.369503838,4.4,3.85,4.4,11.2,16.1,28.6,43.4,63.6,80.9
Midge,2010-06-10,2010,6,10,161,0.014147208,0,0.014147208,-0.134398477,-1.750869961,23,3.128571429,3.431428571,NA,NA,3.3,3.51,NA,NA,1.1,1.45,NA,NA,5.5,5.01,NA,NA,1.371998889,1.139860058,NA,NA,0.438538458,0.332182365,NA,NA,5.5,NA,5.5,14.6,24.2,42.6,55,73.2,98.60000000000001
Midge,2010-06-15,2010,6,15,166,0.021220812,0,0.021220812,0.007073604,-1.605184015,24,3.695,3.696083333,3.703875969,3.697131783,3.45,3.44,3.5,3.48,0.9,1.09,0.5,0.76,7.9,7.59,7.9,7.59,1.55654487,1.499349044,1.643186838,1.515161498,0.421257069,0.405658885,0.443639812,0.409820798,7.9,7.59,7.9,13.9,16.7,22.9,37.5,65.5,89.60000000000001
Midge,2010-06-24,2010,6,24,175,0.07073604,0,0.07073604,0.049515228,-1.128800578,25,4.253030303,4.256439394,4.196268657,4.208059701,4.25,4.22,4.2,4.2,0.9,1.01,0.4,1.01,9.6,7.64,9.6,7.64,1.805861508,1.537201349,1.849950486,1.575978263,0.424605841,0.361147242,0.440856065,0.374514236,9.6,7.64,9.6,17.1,22.599999999999998,38.3,52.099999999999994,79,94
Midge,2010-07-01,2010,7,1,182,1.485456847,0.43856345,1.924020297,1.853284257,0.285021491,26,4.423776224,4.292797203,4.426388889,4.294444444,4,4.04,4.05,4.04,0.9,1.82,0.9,1.82,10.5,8.42,10.5,8.42,1.696307425,1.464705136,1.690656599,1.459708649,0.383452358,0.341200636,0.381949404,0.339906283,10.5,8.42,10.5,19.6,29.299999999999997,42.3,55.199999999999996,77.8,107.30000000000001
Midge,2010-07-08,2010,7,8,189,0.063662436,0,0.063662436,-1.860357861,-1.172227408,27,3.250877193,3.230175439,3.089130435,3.157826087,3.3,3.01,3.25,2.965,0.6,0.69,0.6,0.69,6.1,5.82,5.4,5.82,1.19703843,1.02921692,1.058138462,0.929771568,0.368220132,0.318625703,0.342536026,0.294434064,6.1,5.82,6.1,9.2,17.7,29.5,44.9,74.2,100.10000000000001
Midge,2010-07-15,2010,7,15,196,0.028294416,0.028294416,0.056588832,-0.007073604,-1.220484084,28,2.334146341,2.336585366,2.138235294,2.288823529,2.2,2.41,2.1,2.39,0.3,0.67,0.4,0.51,5.2,4.74,3.6,3.88,1.107160728,1.015836133,0.993010332,0.96166133,0.474332182,0.434752416,0.464406482,0.420155297,5.2,3.88,5.2,8.400000000000002,14,25.4,38.9,56.6,83.80000000000001
Midge,2010-07-22,2010,7,22,203,0.290017765,0.198060913,0.488078678,0.431489846,-0.308318625,29,3.997222222,4.007777778,3.997222222,4.007777778,3.6,3.86,3.6,3.86,0.9,1.49,0.9,1.49,8.8,7.02,8.8,7.02,1.583920269,1.360085582,1.583920269,1.360085582,0.396255245,0.339361526,0.396255245,0.339361526,8.8,7.02,8.8,17,21.299999999999997,38.1,53.099999999999994,67.10000000000001,92
Midge,2010-07-29,2010,7,29,210,0.106104061,0,0.106104061,-0.381974618,-0.959777296,30,4.329496403,4.38352518,4.318571429,4.382928571,4.4,4.62,4.35,4.61,1.2,1.4,1.2,1.4,8,7.67,8,7.67,1.727419674,1.580114132,1.729456425,1.575204222,0.398988592,0.360466535,0.400469566,0.359395367,8,7.67,8,16.6,24.7,43.5,57.599999999999994,78.9,110.7
Midge,2010-08-05,2010,8,5,217,8.742974585,7.002867993,15.74584258,15.63973852,1.197265187,31,2.829411765,2.831985294,2.80942029,2.814202899,2.75,2.65,2.75,2.635,0.2,0.69,0.1,0.69,6.3,6.17,6.3,6.17,1.257399883,1.127202253,1.269627664,1.133299434,0.444403285,0.398025461,0.451918023,0.402707081,6.3,6.17,6.3,13.3,21.4,30.7,44.9,69.60000000000001,102.5
Midge,2010-08-12,2010,8,12,224,1.945241109,33.86134251,35.80658362,20.06074104,1.554006548,32,3.366666667,3.198888889,NA,NA,3.7,3.52,NA,NA,1.4,1,NA,NA,4.9,4.87,NA,NA,1.103403825,1.215837617,NA,NA,0.32774371,0.380081228,NA,NA,4.9,NA,4.9,9.900000000000002,17,32.6,50.5,71.9,95.4
Midge,2010-08-19,2010,8,19,231,42.087944,2.256479687,44.34442368,8.537840068,1.646874271,33,2.8421875,2.8825,2.851968504,2.89,2.7,2.69,2.7,2.7,0.7,0.49,0.7,0.49,6.9,6.46,6.9,6.46,1.239863428,1.214336279,1.239293859,1.215392026,0.43623562,0.421278848,0.434539812,0.420550874,6.9,6.46,6.9,13.100000000000001,21.1,36,46.9,63.900000000000006,97.4
Midge,2010-08-26,2010,8,26,238,4.661505058,0.063662436,4.725167494,-39.61925619,0.674747961,34,3.860416667,3.861666667,3.860416667,3.861666667,3.7,3.65,3.7,3.65,1.1,1.33,1.1,1.33,7.7,6.98,7.7,6.98,1.359669785,1.292965908,1.359669785,1.292965908,0.352208039,0.334820693,0.352208039,0.334820693,7.7,6.98,7.7,13.200000000000001,20.4,33.7,47.49999999999999,68.60000000000001,94.4
Midge,2010-09-02,2010,9,2,245,0.495152282,0,0.495152282,-4.230015212,-0.302115104,35,2.857894737,2.947192982,2.863063063,2.973333333,2.7,2.92,2.7,2.94,0.2,0.53,0.2,0.53,7.1,5.85,7.1,5.85,1.500554159,1.37169652,1.537467098,1.381983642,0.525055783,0.465424737,0.53700078,0.464792705,7.1,5.85,7.1,13.4,20.9,35.5,48.8,69.2,96.30000000000001
Midge,2010-09-09,2010,9,9,252,0.40319543,0,0.40319543,-0.091956852,-0.390623935,36,3.766197183,3.733169014,3.755944056,3.717972028,3.6,3.67,3.6,3.67,1.4,1.84,1.4,1.56,7.1,6.3,7.1,6.3,0.947028748,0.786837074,0.951619996,0.804846726,0.251454903,0.210769207,0.25336373,0.216474659,7.1,6.3,7.1,16.6,23.099999999999998,39.4,55.199999999999996,76.10000000000001,104
Midge,2010-09-16,2010,9,16,259,0.148545685,0,0.148545685,-0.254649745,-0.81774036,37,2.888659794,2.95814433,2.952475248,2.98029703,2.9,2.9,3,2.9,0.3,1.01,0.5,1.01,5.7,5.32,5.7,5.85,1.183205065,1.014621573,1.185461434,1.043771484,0.409603467,0.342992586,0.401514436,0.350223979,5.7,5.85,5.7,14.000000000000002,22.3,33,48.099999999999994,71.2,103.30000000000001
Midge,2010-09-23,2010,9,23,266,0.049515228,0,0.049515228,-0.099030457,-1.27478095,38,2.628947368,2.561315789,2.758441558,2.667922078,2.05,2.15,2.1,2.27,0.1,0.49,0.8,0.85,6.5,6.23,6.7,6.23,1.52086079,1.26188361,1.537286626,1.262359255,0.578505606,0.492670063,0.55730259,0.473161966,6.5,6.23,6.5,16,23.599999999999998,40,53.4,75.7,101.5
Midge,2010-09-30,2010,9,30,273,0.014147208,0,0.014147208,-0.03536802,-1.750869961,39,4.556756757,4.541621622,4.946666667,4.946666667,4.5,4.6,5.3,5.595,0.1,0.42,0.1,0.42,9.8,8.41,9.8,8.41,2.862840522,2.758085602,2.642847646,2.617584216,0.628262748,0.607290926,0.534268392,0.52916123,9.8,8.41,9.8,17.200000000000003,26.3,37.1,56.099999999999994,79.7,109.5
Midge,2010-10-07,2010,10,7,280,0.042441624,0,0.042441624,0.028294416,-1.336849366,40,5.495138889,5.431527778,5.495138889,5.431527778,5.25,5.55,5.25,5.55,1.8,2.63,1.8,2.63,11.6,8.99,11.6,8.99,1.787694138,1.47011313,1.787694138,1.47011313,0.325322831,0.270662913,0.325322831,0.270662913,11.6,8.99,11.6,19.7,26.5,36.5,55.3,81.60000000000001,111.4
Midge,2011-04-28,2011,4,28,118,0,0,0,-0.042441624,-2.443697499,17,1.715702479,1.715702479,1.715702479,1.715702479,1.6,1.6,1.6,1.6,0.1,0.1,0.1,0.1,4.6,4.6,4.6,4.6,0.941630524,0.941630524,0.941630524,0.941630524,0.548830893,0.548830893,0.548830893,0.548830893,4.6,4.6,4.6,8.1,11.1,15.899999999999999,25.099999999999998,36.3,52.5
Midge,2011-05-05,2011,5,5,125,0,0,0,0,-2.443697499,18,1.372463768,1.372463768,1.372463768,1.372463768,1.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2,3.7,3.7,3.7,3.7,0.839622474,0.839622474,0.839622474,0.839622474,0.611762943,0.611762943,0.611762943,0.611762943,3.7,3.7,3.7,5.5,7.800000000000001,14.299999999999999,21.299999999999997,32.4,46.4
Midge,2011-05-12,2011,5,12,132,0,0,0,0,-2.443697499,19,0.913793103,0.913793103,0.913793103,0.913793103,0.6,0.6,0.6,0.6,0.1,0.1,0.1,0.1,4.5,4.5,4.5,4.5,0.783480376,0.783480376,0.783480376,0.783480376,0.85739362,0.85739362,0.85739362,0.85739362,4.5,4.5,4.5,7.1,10.3,19.099999999999998,27.2,35,48.5
Midge,2011-05-19,2011,5,19,139,0,0,0,0,-2.443697499,20,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,0.5,0.5,0.5,0.5,2.9,2.9,2.9,2.9,1.083974169,1.083974169,1.083974169,1.083974169,0.637631864,0.637631864,0.637631864,0.637631864,2.9,2.9,2.9,8.8,14.500000000000002,28.2,37.6,47.9,64.8
Midge,2011-05-26,2011,5,26,146,0,0,0,0,-2.443697499,21,4.796385542,4.796385542,4.796385542,4.796385542,5.3,5.3,5.3,5.3,0.3,0.3,0.3,0.3,10.5,10.5,10.5,10.5,2.653090503,2.653090503,2.653090503,2.653090503,0.553143712,0.553143712,0.553143712,0.553143712,10.5,10.5,10.5,15.4,22.900000000000002,32.3,38.4,52.900000000000006,76
Midge,2011-06-02,2011,6,2,153,0.007073604,0,0.007073604,0.007073604,-1.971688914,22,6.697222222,6.697222222,6.697222222,6.697222222,7.05,7.05,7.05,7.05,1.6,1.6,1.6,1.6,12.1,12.1,12.1,12.1,2.250747955,2.250747955,2.250747955,2.250747955,0.336071864,0.336071864,0.336071864,0.336071864,12.1,12.1,12.1,21.099999999999998,23.8,38.099999999999994,52.699999999999996,75.6,91.1
Midge,2011-06-10,2011,6,10,161,0,0,0,-0.007073604,-2.443697499,23,3.460714286,3.460714286,3.460714286,3.460714286,3.4,3.4,3.4,3.4,0.7,0.7,0.7,0.7,6.3,6.3,6.3,6.3,1.052184098,1.052184098,1.052184098,1.052184098,0.304036685,0.304036685,0.304036685,0.304036685,6.3,6.3,6.3,14.7,24.500000000000004,36.4,50.1,84.2,106
Midge,2011-06-16,2011,6,16,167,0,0,0,0,-2.443697499,24,2.732592593,2.732592593,2.732592593,2.732592593,2.7,2.7,2.7,2.7,0.2,0.2,0.2,0.2,6.3,6.3,6.3,6.3,1.089901381,1.089901381,1.089901381,1.089901381,0.398852498,0.398852498,0.398852498,0.398852498,6.3,6.3,6.3,13.2,20.3,27.699999999999996,39.4,63.4,96.2
Midge,2011-06-23,2011,6,23,174,0.007073604,0,0.007073604,0.007073604,-1.971688914,25,5,5,5,5,4.1,4.1,4.1,4.1,3.2,3.2,3.2,3.2,7.3,7.3,7.3,7.3,1.949358869,1.949358869,1.949358869,1.949358869,0.389871774,0.389871774,0.389871774,0.389871774,7.3,7.3,7.3,13.2,16.900000000000002,34,46.1,66.4,85.5
Midge,2011-06-30,2011,6,30,181,0,0,0,-0.007073604,-2.443697499,26,3.755555556,3.755555556,3.755555556,3.755555556,3.4,3.4,3.4,3.4,1,1,1,1,9.2,9.2,9.2,9.2,1.677443017,1.677443017,1.677443017,1.677443017,0.446656425,0.446656425,0.446656425,0.446656425,9.2,9.2,9.2,18.4,25.1,34.699999999999996,45.199999999999996,62.1,91.3
Midge,2011-07-07,2011,7,7,188,0,0,0,0,-2.443697499,27,3.360833333,3.360833333,3.360833333,3.360833333,3.2,3.2,3.2,3.2,1.3,1.3,1.3,1.3,6.8,6.8,6.8,6.8,1.132951513,1.132951513,1.132951513,1.132951513,0.337104343,0.337104343,0.337104343,0.337104343,6.8,6.8,6.8,15.999999999999998,21.400000000000002,31.199999999999996,41.4,66.5,86.6
Midge,2011-07-14,2011,7,14,195,0.198060913,0.014147208,0.212208121,0.212208121,-0.665932217,28,4.116071429,4.116071429,4.116071429,4.116071429,4,4,4,4,0.4,0.4,0.4,0.4,8.6,8.6,8.6,8.6,1.680012525,1.680012525,1.680012525,1.680012525,0.408159225,0.408159225,0.408159225,0.408159225,8.6,8.6,8.6,17.4,24.700000000000003,37.4,52.1,73.5,93.5
Midge,2011-07-21,2011,7,21,202,0.148545685,0.007073604,0.155619289,-0.056588832,-0.79800432,29,4.444444444,4.444444444,4.444444444,4.444444444,4.3,4.3,4.3,4.3,0.8,0.8,0.8,0.8,9.6,9.6,9.6,9.6,1.851772078,1.851772078,1.851772078,1.851772078,0.416648718,0.416648718,0.416648718,0.416648718,9.6,9.6,9.6,18.5,25.5,41.8,52.8,77.5,104.9
Midge,2011-07-28,2011,7,28,209,0.226355329,0,0.226355329,0.07073604,-0.638356522,30,2.171264368,2.171264368,2.171264368,2.171264368,2.1,2.1,2.1,2.1,0.2,0.2,0.2,0.2,4.6,4.6,4.6,4.6,1.015336815,1.015336815,1.015336815,1.015336815,0.467624685,0.467624685,0.467624685,0.467624685,4.6,4.6,4.6,12.2,20.6,32.699999999999996,48.599999999999994,74.1,101.4
Midge,2011-08-04,2011,8,4,216,0.834685276,0.007073604,0.84175888,0.615403551,-0.072958881,31,1.139285714,1.139285714,1.139285714,1.139285714,1.1,1.1,1.1,1.1,0.3,0.3,0.3,0.3,3.5,3.5,3.5,3.5,0.684397159,0.684397159,0.684397159,0.684397159,0.600724779,0.600724779,0.600724779,0.600724779,3.5,3.5,3.5,8.2,15.100000000000001,28.4,40.8,61.4,89.4
Midge,2011-08-11,2011,8,11,223,0.155619289,0.014147208,0.169766497,-0.671992383,-0.761034826,32,4.288194444,4.288194444,4.288194444,4.288194444,4.25,4.25,4.25,4.25,1.1,1.1,1.1,1.1,7.6,7.6,7.6,7.6,1.399275363,1.399275363,1.399275363,1.399275363,0.326308749,0.326308749,0.326308749,0.326308749,7.6,7.6,7.6,12.5,17.6,31.299999999999997,42.99999999999999,58.1,83.8
Midge,2011-08-18,2011,8,18,230,3.232637043,0.870053296,4.102690339,3.932923842,0.613449653,33,3.553781513,3.553781513,3.553781513,3.553781513,3.9,3.9,3.9,3.9,0.6,0.6,0.6,0.6,6.5,6.5,6.5,6.5,1.526588637,1.526588637,1.526588637,1.526588637,0.429567387,0.429567387,0.429567387,0.429567387,6.5,6.5,6.5,12.5,17.200000000000003,28.2,39.1,56.699999999999996,82.1
Midge,2011-08-25,2011,8,25,237,2.334289331,0.049515228,2.383804559,-1.71888578,0.377926019,34,4.708571429,4.708571429,4.708571429,4.708571429,4.5,4.5,4.5,4.5,0.5,0.5,0.5,0.5,9.6,9.6,9.6,9.6,1.745270514,1.745270514,1.745270514,1.745270514,0.37065818,0.37065818,0.37065818,0.37065818,9.6,9.6,9.6,19.4,26.6,52.9,62.4,79.6,101.5
Midge,2011-09-01,2011,9,1,244,1.053967001,0,1.053967001,-1.329837558,0.024307891,35,1.64,1.64,1.64,1.64,1.2,1.2,1.2,1.2,0.1,0.1,0.1,0.1,3.9,3.9,3.9,3.9,1.293745639,1.293745639,1.293745639,1.293745639,0.788869292,0.788869292,0.788869292,0.788869292,3.9,3.9,3.9,9.899999999999999,16.3,42.099999999999994,50.199999999999996,76.8,112.6
Midge,2011-09-08,2011,9,8,251,0.459784262,0,0.459784262,-0.594182739,-0.33405872,36,1.674285714,1.674285714,1.674285714,1.674285714,1.6,1.6,1.6,1.6,0.3,0.3,0.3,0.3,3.6,3.6,3.6,3.6,0.761136777,0.761136777,0.761136777,0.761136777,0.454603877,0.454603877,0.454603877,0.454603877,3.6,3.6,3.6,9.599999999999998,15.600000000000001,32.5,41.9,58.2,92.1
Midge,2011-09-15,2011,9,15,258,0.056588832,0,0.056588832,-0.40319543,-1.220484084,37,3.865137615,3.865137615,3.865137615,3.865137615,3.9,3.9,3.9,3.9,0.5,0.5,0.5,0.5,8.5,8.5,8.5,8.5,1.600889576,1.600889576,1.600889576,1.600889576,0.414186954,0.414186954,0.414186954,0.414186954,8.5,8.5,8.5,15.2,23.6,35.699999999999996,48.199999999999996,63.8,90.1
Midge,2011-09-22,2011,9,22,265,0.014147208,0,0.014147208,-0.042441624,-1.750869961,38,1.02,1.02,1.02,1.02,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,2.5,2.5,2.5,2.5,0.567172117,0.567172117,0.567172117,0.567172117,0.556051095,0.556051095,0.556051095,0.556051095,2.5,2.5,2.5,8.599999999999998,15.000000000000002,23.599999999999998,39,62.6,87.2
Midge,2011-09-29,2011,9,29,272,0,0,0,-0.014147208,-2.443697499,39,4.202631579,4.202631579,4.202631579,4.202631579,4.05,4.05,4.05,4.05,1.6,1.6,1.6,1.6,11.7,11.7,11.7,11.7,1.71408897,1.71408897,1.71408897,1.71408897,0.407860869,0.407860869,0.407860869,0.407860869,11.7,11.7,11.7,18.999999999999996,24.2,33.8,42.099999999999994,57.1,81.1
Midge,2011-10-06,2011,10,6,279,0,0,0,0,-2.443697499,40,4.949275362,4.949275362,4.949275362,4.949275362,4.7,4.7,4.7,4.7,1.5,1.5,1.5,1.5,10.9,10.9,10.9,10.9,1.951164592,1.951164592,1.951164592,1.951164592,0.394232377,0.394232377,0.394232377,0.394232377,10.9,10.9,10.9,24.099999999999998,32.8,42.9,59.1,83.3,101.2
Midge,2012-02-16,2012,2,16,47,0,0,0,0,-2.443697499,7,0.587951807,0.587951807,0.587951807,0.587951807,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.1,1.6,1.6,1.6,1.6,0.374295302,0.374295302,0.374295302,0.374295302,0.636608813,0.636608813,0.636608813,0.636608813,1.6,1.6,NA,NA,NA,NA,NA,NA,NA
Midge,2012-03-29,2012,3,29,89,0,0,0,0,-2.443697499,13,1.176712329,1.176712329,1.176712329,1.176712329,1,1,1,1,0.2,0.2,0.2,0.2,4.1,4.1,4.1,4.1,0.74935538,0.74935538,0.74935538,0.74935538,0.636821219,0.636821219,0.636821219,0.636821219,4.1,4.1,NA,NA,NA,NA,NA,NA,NA
Midge,2012-04-13,2012,4,13,104,0,0,0,0,-2.443697499,15,0.915384615,0.915384615,0.915384615,0.915384615,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,3,3,3,3,0.645637975,0.645637975,0.645637975,0.645637975,0.705318796,0.705318796,0.705318796,0.705318796,3,3,3,6.8999999999999995,8.399999999999999,19.9,28.700000000000003,42,NA
Midge,2012-04-19,2012,4,19,110,0,0,0,0,-2.443697499,16,2.190540541,2.190540541,2.190540541,2.190540541,2,2,2,2,0.1,0.1,0.1,0.1,6.4,6.4,6.4,6.4,1.150243443,1.150243443,1.150243443,1.150243443,0.525095711,0.525095711,0.525095711,0.525095711,6.4,6.4,6.4,11.7,15,22.299999999999997,28,38.900000000000006,57.699999999999996
Midge,2012-05-03,2012,5,3,124,0,0,0,0,-2.443697499,18,2.06,2.06,2.06,2.06,1.35,1.35,1.35,1.35,0,0,0,0,16.7,16.7,16.7,16.7,3.54258306,3.54258306,3.54258306,3.54258306,1.719700515,1.719700515,1.719700515,1.719700515,16.7,16.7,16.7,21.299999999999997,26.799999999999997,45.199999999999996,66.1,94.8,125.8
Midge,2012-05-10,2012,5,10,131,0,0,0,0,-2.443697499,19,3.326573427,3.326573427,3.326573427,3.326573427,3.2,3.2,3.2,3.2,0.3,0.3,0.3,0.3,7.6,7.6,7.6,7.6,1.323884119,1.323884119,1.323884119,1.323884119,0.397972313,0.397972313,0.397972313,0.397972313,7.6,7.6,7.6,9.899999999999999,16.2,23,40.1,66.9,106.19999999999999
Midge,2012-05-17,2012,5,17,138,0,0,0,0,-2.443697499,20,4.261538462,4.261538462,4.261538462,4.261538462,4.2,4.2,4.2,4.2,0.2,0.2,0.2,0.2,9.1,9.1,9.1,9.1,1.694971341,1.694971341,1.694971341,1.694971341,0.397736957,0.397736957,0.397736957,0.397736957,9.1,9.1,9.1,17.2,22.799999999999997,32.4,49.9,66.1,90
Midge,2012-05-24,2012,5,24,145,0,0,0,0,-2.443697499,21,2.053846154,2.053846154,2.053846154,2.053846154,1.4,1.4,1.4,1.4,0.1,0.1,0.1,0.1,6.7,6.7,6.7,6.7,1.774173697,1.774173697,1.774173697,1.774173697,0.86382989,0.86382989,0.86382989,0.86382989,6.7,6.7,6.7,10.7,14.3,25,32.7,55.5,82.6
Midge,2012-05-31,2012,5,31,152,0,0,0,0,-2.443697499,22,3.903759398,3.903759398,3.903759398,3.903759398,3.6,3.6,3.6,3.6,1.5,1.5,1.5,1.5,7.6,7.6,7.6,7.6,1.422247795,1.422247795,1.422247795,1.422247795,0.364327729,0.364327729,0.364327729,0.364327729,7.6,7.6,7.6,14.6,19.8,27.799999999999997,41.2,55.5,73.89999999999999
Midge,2012-06-07,2012,6,7,159,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,23,2.425773196,2.425773196,2.425773196,2.425773196,2,2,2,2,0.4,0.4,0.4,0.4,7.1,7.1,7.1,7.1,1.420700997,1.420700997,1.420700997,1.420700997,0.585669344,0.585669344,0.585669344,0.585669344,7.1,7.1,7.1,11.7,16.4,27.9,43.7,63.5,84.89999999999999
Midge,2012-06-14,2012,6,14,166,0.141472081,0,0.141472081,0.091956853,-0.838416159,24,2.040566038,2.040566038,2.040566038,2.040566038,1.85,1.85,1.85,1.85,0.2,0.2,0.2,0.2,6.2,6.2,6.2,6.2,1.163474133,1.163474133,1.163474133,1.163474133,0.570172252,0.570172252,0.570172252,0.570172252,6.2,6.2,6.2,16,24,35.7,49.9,66.3,93.6
Midge,2012-06-21,2012,6,21,173,0.502225886,0.007073604,0.50929949,0.36782741,-0.289967733,25,2.705882353,2.705882353,2.705882353,2.705882353,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,6.7,6.7,6.7,6.7,1.168713424,1.168713424,1.168713424,1.168713424,0.431915831,0.431915831,0.431915831,0.431915831,6.7,6.7,6.7,13.7,18.1,26.9,35.6,59.6,85.5
Midge,2012-06-28,2012,6,28,180,0.007073604,0,0.007073604,-0.502225886,-1.971688914,26,3.616129032,3.616129032,3.616129032,3.616129032,3.5,3.5,3.5,3.5,0.8,0.8,0.8,0.8,7.7,7.7,7.7,7.7,1.399848255,1.399848255,1.399848255,1.399848255,0.387112363,0.387112363,0.387112363,0.387112363,7.7,7.7,7.7,16.6,26.3,38.6,56.2,74.3,91.8
Midge,2012-07-05,2012,7,5,187,0.282944161,0.021220812,0.304164973,0.297091369,-0.511780809,27,3.847058824,3.847058824,3.847058824,3.847058824,3.4,3.4,3.4,3.4,0.5,0.5,0.5,0.5,8.8,8.8,8.8,8.8,1.844308208,1.844308208,1.844308208,1.844308208,0.479407332,0.479407332,0.479407332,0.479407332,8.8,8.8,8.8,13.8,21.9,36.2,56.300000000000004,82.60000000000001,112.5
Midge,2012-07-12,2012,7,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,28,2.515384615,2.515384615,2.515384615,2.515384615,2.5,2.5,2.5,2.5,0.2,0.2,0.2,0.2,6,6,6,6,1.190966747,1.190966747,1.190966747,1.190966747,0.473473019,0.473473019,0.473473019,0.473473019,6,6,6,9.399999999999999,15.2,32.1,42.5,64.4,98.8
Midge,2012-07-19,2012,7,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,29,3.450420168,3.450420168,3.450420168,3.450420168,2.8,2.8,2.8,2.8,0.5,0.5,0.5,0.5,8,8,8,8,1.709042449,1.709042449,1.709042449,1.709042449,0.4953143,0.4953143,0.4953143,0.4953143,8,8,8,14.6,24.799999999999997,36.699999999999996,48.9,64.1,91.39999999999999
Midge,2012-07-26,2012,7,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,30,1.736585366,1.736585366,1.736585366,1.736585366,1.8,1.8,1.8,1.8,0.2,0.2,0.2,0.2,3.6,3.6,3.6,3.6,0.798359599,0.798359599,0.798359599,0.798359599,0.459729544,0.459729544,0.459729544,0.459729544,3.6,3.6,3.6,13.799999999999999,24.5,39.3,48.2,73,97.1
