site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,light_sum,ppt_mm.x,airtemp_min_degrees_C,airtemp_mean_degrees_C,airtemp_max_degrees_C,ppt_mm.y,sum_3,sum_5,sum_7,sum_10,sum_14
Midge,2012-07-12,2012,7,28,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,673232.2,0,13.8,21.4,29.1,0,-8.326672684688674e-16,0.3599999999999981,0.3600000000000029,16.569999999999993,18.049999999999997
Midge,2012-07-19,2012,7,29,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,640229.3,0,11.2,19.9,28.6,0,8.549999999999999,11.329999999999998,11.330000000000004,11.329999999999995,11.689999999999998
Midge,2012-07-26,2012,7,30,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,198379.8,0,14.6,19.9,25.3,0,8.36,11.929999999999998,11.930000000000001,20.479999999999997,23.259999999999998
Midge,2012-08-02,2012,8,31,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,476821.2,0.68,14.9,21.4,27.8,0.68,0.8499999999999995,8.77,20.320000000000004,28.679999999999996,32.25
Midge,2012-08-09,2012,8,32,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,413540.5,0,14.7,22.2,29.7,0,-4.718447854656915e-16,13.689999999999998,13.690000000000001,14.539999999999994,34.01
Midge,2012-08-16,2012,8,33,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,300056.2,0.22,16.8,21.5,26.1,0.22,1.3299999999999994,9.989999999999998,51.96,51.959999999999994,65.64999999999999
Midge,2012-08-23,2012,8,34,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,216506,0,10.9,18.8,26.7,0,-4.163336342344337e-16,-2.1371793224034263e-15,3.8600000000000017,5.189999999999996,55.81999999999999
Midge,2012-08-30,2012,8,35,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,225504.4,0,9.4,15.9,22.5,0,7.84,7.839999999999998,7.840000000000002,7.839999999999996,11.699999999999996
Midge,2012-09-06,2012,9,36,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,233889.9,0.37,15.4,19.6,23.8,0.37,9.03,9.029999999999998,9.030000000000001,16.869999999999994,16.869999999999994
Midge,2012-09-13,2012,9,37,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,99200.6,0,6.7,15.8,25,0,-1.4155343563970746e-15,22.12,22.12,31.149999999999995,31.149999999999995
Midge,2012-09-20,2012,9,38,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,95023.9,0,2.8,10.3,18,0,48.22,48.22,48.46,48.459999999999994,70.58
Midge,2012-09-27,2012,9,39,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,NA,1.66,9.9,13.6,17.3,1.66,2.3199999999999985,14.12,14.12,62.339999999999996,62.57999999999999
Midge,2012-10-05,2012,10,40,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,NA,4.07,11.6,14.1,16.6,4.07,9.24,16.03,45.36,48.01,59.809999999999995
Midge,2013-04-24,2013,4,16,24,114,0,0,0,-0.028294416,-2.443697499,NA,0,-0.1,2.4,5,0,8.881784197001252e-16,11.88,11.88,13.82,36.6
Midge,2013-05-02,2013,5,17,2,122,0,0,0,0,-2.443697499,NA,0,3.4,13.5,23.7,0,8.881784197001252e-16,1.1102230246251565e-16,0,0.3500000000000004,12.229999999999997
Midge,2013-05-14,2013,5,19,14,134,0,0,0,0,-2.443697499,NA,0,0.5,5.4,10.3,0,5.700000000000001,14.15,23.72,23.720000000000002,23.72
Midge,2013-05-23,2013,5,20,23,143,0,0,0,0,-2.443697499,NA,9.39,10.4,14.5,18.7,9.39,42.65,48.44,48.44,51.75,65.89999999999999
Midge,2013-05-30,2013,5,21,30,150,0,0,0,0,-2.443697499,473237.5,3.47,9.7,14.2,18.6,3.47,5.99,20.540000000000003,41.21,83.86,89.65
Midge,2013-06-06,2013,6,22,6,157,0,0,0,0,-2.443697499,655051.4,0,8,15.2,22.4,0,4.440892098500626e-16,21.550000000000004,21.55,27.54,62.760000000000005
Midge,2013-06-13,2013,6,23,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,282694.4,0,8,12.7,17.5,0,33.33,33.800000000000004,69.02000000000001,69.02000000000001,90.57000000000001
Midge,2013-06-20,2013,6,24,20,171,0.021220812,0,0.021220812,0,-1.605184015,386684.8,0,5.8,13.7,21.5,0,7.02,7.680000000000003,14.51,47.84,83.53
Midge,2013-06-27,2013,6,25,27,178,0.021220812,0,0.021220812,0,-1.605184015,311659.7,20.7,16,19.9,23.8,20.7,26.88,34.580000000000005,34.58,41.6,49.089999999999996
Midge,2013-07-03,2013,7,26,3,184,0.063662436,0,0.063662436,0.042441624,-1.172227408,319786.5,25.48,15.8,21.1,26.4,25.48,64.59,88.31,131.4,144.69,145.28
Midge,2013-07-11,2013,7,27,11,192,0.07073604,0,0.07073604,0.007073604,-1.128800578,291627.6,18.19,17.5,21.7,25.8,18.19,23.54,24.890000000000004,33.56,62.76,144.26000000000002
Midge,2013-07-18,2013,7,28,18,199,0.077809644,0,0.077809644,0.007073604,-1.089324144,302219.6,0,19.3,26.1,32.9,0,-1.3565537582138631e-15,0.020000000000001683,0.10000000000000363,23.64,33.660000000000004
Midge,2013-07-25,2013,7,29,25,206,0.304164973,0.056588832,0.360753806,0.282944161,-0.43847669,286342.5,0,8,16.2,24.4,0,59.96,60.690000000000005,96.57000000000001,96.57000000000001,96.67
Midge,2013-08-01,2013,8,30,1,213,0.141472081,0.396121826,0.537593907,0.176840101,-0.266647102,283845.5,0,12.2,19.2,26.3,0,0.3100000000000027,2.6800000000000015,5.710000000000007,65.67,102.28
Midge,2013-08-08,2013,8,31,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,-0.361421052,217044.4,0.13,12.7,19,25.3,0.13,0.13000000000000309,1.1000000000000012,8.530000000000006,8.840000000000003,14.239999999999998
Midge,2013-08-15,2013,8,32,15,227,0.466857866,0.077809644,0.544667511,0.113177665,-0.261007489,192577.8,0,8.1,14.4,20.6,0,16.800000000000004,16.800000000000004,29.070000000000007,29.200000000000003,37.6
Midge,2013-08-22,2013,8,33,22,234,2.397951767,0.50929949,2.907251258,2.362583747,0.464020014,200274.6,0,14.5,21.6,28.8,0,3.084338340286763e-15,2.7755575615628914e-15,6.480926906249351e-15,16.800000000000004,29.07
Midge,2013-08-29,2013,8,34,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,0.200874374,198121.3,23.63,15.6,21.9,28.1,23.63,23.630000000000003,28.200000000000003,29.170000000000005,29.17,29.169999999999998
Midge,2013-09-05,2013,9,35,5,248,4.166352776,0.042441624,4.2087944,2.624307096,0.624529027,122493.9,0.46,13,18.4,23.9,0.46,8.400000000000006,27.530000000000005,28.06000000000001,51.690000000000005,57.23
Midge,2013-09-11,2013,9,36,11,254,9.252274075,0.190987309,9.443261384,5.234466985,0.975287543,105659.2,4.88,12.7,17.4,22.2,4.88,4.880000000000005,4.9200000000000035,5.380000000000007,32.1,56.61
Midge,2013-09-18,2013,9,37,18,261,81.36766719,0.268796953,81.63646415,72.19320276,1.911903337,60881.3,0,1.8,9.2,16.6,0,1.3400000000000052,5.250000000000004,33.2,38.08,38.58
Midge,2013-09-25,2013,9,38,25,268,0.459784262,0,0.459784262,-81.17667988,-0.33405872,NA,0,5.7,11,16.4,0,5.082739784612045e-15,15.570000000000006,15.570000000000007,16.910000000000004,48.769999999999996
Midge,2013-10-02,2013,10,39,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,-0.625198638,NA,0,5.9,14.5,23.1,0,5.082739784612045e-15,4.551914400963142e-15,7.348288644237755e-15,2.248201624865942e-15,15.57
Midge,2013-10-09,2013,10,40,9,282,0.028294416,0,0.028294416,-0.205134517,-1.496285346,NA,0,-0.1,7.8,15.7,0,17.090000000000003,17.420000000000005,17.42000000000001,17.42,17.419999999999998
Midge,2014-05-29,2014,5,21,29,149,0,0,0,-0.028294416,-2.443697499,NA,1,3.2,6.9,10.6,1,9.050000000000002,15.62,46.61,46.61,86.73
Midge,2014-06-05,2014,6,22,5,156,0.007073604,0,0.007073604,0.007073604,-1.971688914,49180.8,0,11,15.9,20.8,0,6.8900000000000015,7.479999999999999,12.169999999999998,21.22,58.78
Midge,2014-06-12,2014,6,23,12,163,0,0,0,-0.007073604,-2.443697499,114453.2,3.72,10.7,15.2,19.6,3.72,4.230000000000002,4.2299999999999995,8.819999999999999,15.709999999999997,20.99
Midge,2014-06-19,2014,6,24,19,170,0.07073604,0.063662436,0.134398477,0.134398477,-0.860125707,280487.1,0,14.6,20.1,25.5,0,12.000000000000002,11.999999999999998,35.19,39.42,44.01
Midge,2014-06-26,2014,6,25,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,398901.1,56.11,17.5,22.1,26.8,56.11,56.11,56.11,56.11,68.11,91.3
Midge,2014-07-02,2014,7,26,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,509458.4,0,19.5,25,30.4,0,2.3314683517128287e-15,-9.992007221626409e-16,56.37,56.37,56.37
Midge,2014-07-09,2014,7,27,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,587744.3,0.73,17.6,23,28.5,0.73,9.790000000000003,20.68,65.41,65.41,121.78
Midge,2014-07-17,2014,7,28,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,634094.1,2.57,12.1,18.3,24.5,2.57,24.630000000000003,27.429999999999996,27.429999999999996,42,73.24000000000001
Midge,2014-07-23,2014,7,29,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,630692.1,0,17.5,23.6,29.7,0,0.21000000000000232,0.2100000000000003,2.7799999999999967,27.639999999999997,32.42
Midge,2014-07-30,2014,7,30,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,409514.7,0,10.6,16.2,21.8,0,47.31,47.31,83.02,83.23,85.8
Midge,2014-08-06,2014,8,31,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,370150.7,5.84,15.6,21.6,27.5,5.84,5.85,5.85,6.409999999999997,53.72,89.42999999999999
Midge,2014-08-12,2014,8,32,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,472365.5,0,11.9,20.1,28.2,0,3.5214886562329184e-16,12.81,18.789999999999996,18.800000000000004,19.36
Midge,2014-08-20,2014,8,33,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,388783.4,0,7.9,15.7,23.6,0,-1.0894063429134349e-15,0.6500000000000004,63.059999999999995,65.37,78.32
Midge,2014-08-27,2014,8,34,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,326427.9,0,14,21.1,28.3,0,-1.0894063429134349e-15,1.3700000000000019,34.15,34.150000000000006,97.21
Midge,2014-09-04,2014,9,35,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,268431.3,0,11,18,25,0,7.629999999999999,31.650000000000002,31.649999999999995,35.02,67.17
Midge,2014-09-10,2014,9,36,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,228163.6,0,6.8,13.2,19.6,0,-1.0894063429134349e-15,2.7100000000000017,2.709999999999996,34.27,37.73
Midge,2014-09-17,2014,9,37,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,208325.4,2.04,4.8,10.5,16.2,2.04,5.409999999999999,11.500000000000002,11.849999999999996,11.850000000000003,14.559999999999995
Midge,2014-09-25,2014,9,38,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,NA,0,4.8,11.9,18.9,0,-1.0894063429134349e-15,0.32000000000000184,0.3199999999999962,5.730000000000004,12.169999999999996
Midge,2014-10-03,2014,10,39,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,NA,0,5.3,12,18.8,0,4.409999999999999,4.430000000000002,4.429999999999996,4.430000000000003,4.7499999999999964
Midge,2014-10-10,2014,10,40,10,283,0.127324873,0,0.127324873,0.113177665,-0.882977839,NA,0,1.4,8.5,15.7,0,14.44,14.440000000000003,38.879999999999995,43.290000000000006,43.309999999999995
Midge,2015-05-14,2015,5,19,14,134,0,0,0,-0.127324873,-2.443697499,NA,0,0.4,7.4,14.4,0,0.66,1.13,1.13,1.13,1.13
Midge,2015-05-21,2015,5,20,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,NA,0,1.9,7.6,13.2,0,2.84,2.84,2.84,3.5,3.9699999999999998
Midge,2015-05-28,2015,5,21,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,NA,6.11,16.6,23.7,30.8,6.11,6.340000000000001,6.340000000000001,6.34,9.18,9.18
Midge,2015-06-05,2015,6,22,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,NA,0,8.7,14.4,20.2,0,0.3599999999999999,38.69,48.089999999999996,58.65,58.88
Midge,2015-06-11,2015,6,23,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,634159.1,0,14.6,19.9,25.2,0,8.549999999999999,8.549999999999999,12.359999999999998,23.58,64.9
Midge,2015-06-19,2015,6,24,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,533720.4,7.55,11.9,18.1,24.3,7.55,12.26,28.38,34.9,42.42,47.26
Midge,2015-07-02,2015,7,26,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,403089,14.45,12.8,17.8,22.8,14.45,22.189999999999998,60.39,68.77,80.38,104.3
Midge,2015-07-09,2015,7,27,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,407630.9,0.19,11.9,18.3,24.8,0.19,2.8599999999999985,3.8899999999999997,3.8899999999999992,26.080000000000002,72.66
Midge,2015-07-16,2015,7,28,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,702552.6,0,8.6,15.7,22.8,0,6.799999999999999,6.8,8.37,11.23,12.260000000000002
Midge,2015-07-30,2015,7,30,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,623329.5,0,16.4,24.3,32.1,0,0.19999999999999915,3.34,3.3400000000000007,6.810000000000001,23.200000000000003
Midge,2015-08-06,2015,8,31,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,632135.3,0,10.7,17.9,25.1,0,11.999999999999998,12.11,17.490000000000002,17.69,20.830000000000002
Midge,2015-08-13,2015,8,32,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,331401.1,0.16,12.9,19.4,25.8,0.16,26.15,26.15,26.15,38.15,43.64
Midge,2015-08-20,2015,8,33,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,313026.6,0,17.3,23.6,29.9,0,5.489999999999998,19.46,19.459999999999997,45.61,45.61
Midge,2015-08-25,2015,8,34,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,201167.3,5.1,17.6,22.8,27.9,5.1,5.739999999999998,12.899999999999999,18.389999999999997,32.36,58.51
Midge,2015-09-03,2015,9,35,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,314135.1,0,13.8,21.3,28.8,0,-1.3739009929736312e-15,-4.718447854656915e-16,-3.1225022567582528e-15,21.73,29.53
Midge,2015-09-10,2015,9,36,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,157950.5,8.3,17.6,24.3,31,8.3,12.83,12.83,12.829999999999998,12.830000000000002,12.830000000000002
Midge,2015-09-17,2015,9,37,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,161352.1,0,11.5,19.5,27.5,0,0.4199999999999968,34.03,60.73,73.56,73.56
Midge,2015-09-24,2015,9,38,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,NA,0,5.9,14.3,22.7,0,-3.1780134079895106e-15,0.9499999999999997,0.9499999999999965,1.3700000000000019,61.68
Midge,2015-10-02,2015,10,39,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,NA,0,6.1,10.4,14.7,0,103.77,105.11,105.11,105.11,106.06
Midge,2015-10-12,2015,10,41,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,NA,0,3.8,11.5,19.1,0,18.749999999999996,18.75,18.749999999999996,18.75,123.86
Midge,2016-05-26,2016,5,21,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,NA,0,10.5,19.8,29,0,6.259999999999998,6.259999999999999,10.599999999999998,10.600000000000001,24.730000000000004
Midge,2016-06-03,2016,6,22,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,NA,0,11.7,17.5,23.4,0,-1.3322676295501878e-15,2.4599999999999995,2.4599999999999986,10.770000000000001,10.770000000000001
Midge,2016-06-16,2016,6,24,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,379203.6,0,8.7,17.1,25.5,0,-3.995068165174587e-15,2.7699999999999996,2.769999999999996,5.9600000000000035,52.21
Midge,2016-06-23,2016,6,25,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,413798.7,3.74,8.2,14.4,20.6,3.74,6.009999999999996,6.01,6.009999999999996,6.010000000000004,8.780000000000003
Midge,2016-06-30,2016,6,26,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,531847.5,0.04,12.9,19.9,27,0.04,15.639999999999995,15.639999999999999,15.639999999999995,21.650000000000002,21.650000000000002
Midge,2016-07-07,2016,7,27,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,392066.6,0,16.3,23.8,31.3,0,-3.995068165174587e-15,-1.5959455978986625e-16,28.639999999999997,44.28,44.28
Midge,2016-07-14,2016,7,28,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,401463,0,16.8,24,31.2,0,-3.1086244689504383e-15,14.36,36.339999999999996,36.34,64.98
Midge,2016-07-21,2016,7,29,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,421926.1,0,10.1,17.2,24.3,0,1.389999999999997,12.94,19.869999999999994,19.870000000000005,56.21
Midge,2016-07-27,2016,7,30,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,524818.1,0,14,21.6,29.1,0,-2.831068712794149e-15,-1.5959455978986625e-16,-4.440892098500626e-15,1.7100000000000044,19.87
Midge,2016-08-04,2016,8,31,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,402141.5,0,11.7,19.6,27.5,0,12.709999999999997,21.49,22.429999999999996,22.430000000000003,22.43
Midge,2016-08-15,2016,8,33,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,498899,0,18.5,24.4,30.3,0,24.669999999999998,28.04,29.229999999999997,30.320000000000004,43.03
Midge,2016-08-22,2016,8,34,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,285244.9,17.77,15.5,21.6,27.6,17.77,17.769999999999996,17.77,22.309999999999995,46.980000000000004,51.54
Midge,2016-08-31,2016,8,35,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,304824.4,0,10.6,18.1,25.6,0,-4.3680337125096e-15,2.85,4.399999999999996,22.170000000000005,22.17
Midge,2016-09-07,2016,9,36,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,275191.3,0.45,15.8,20.4,25,0.45,0.8499999999999956,0.8500000000000001,0.8499999999999955,0.8500000000000045,5.250000000000003
Midge,2016-09-14,2016,9,37,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,328914.1,0,8.1,17.1,26.2,0,13.269999999999996,14.25,14.329999999999995,15.180000000000003,15.180000000000001
Midge,2016-09-21,2016,9,38,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,192125.6,0,11,19,27.1,0,16.949999999999996,19.23,22.999999999999993,36.27,37.33
Midge,2016-09-28,2016,9,39,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,NA,0.4,8,14.3,20.5,0.4,8.179999999999996,9.610000000000001,9.609999999999996,26.560000000000002,32.61
Midge,2016-10-05,2016,10,40,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,NA,0,5.2,10.9,16.6,0,4.319999999999996,8.21,8.209999999999996,16.390000000000004,17.820000000000004
