site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp
midge,2008-11-24,2008,11,24,329,NA,NA,NA,NA,47,NA,4.271944444,4.11,4.43,4.3,0,1
midge,2008-11-25,2008,11,25,330,NA,NA,NA,NA,48,NA,4.1353125,4.02,4.22,4.11,0,1
midge,2008-11-26,2008,11,26,331,NA,NA,NA,NA,48,NA,3.889097222,3.75,4.02,3.89,0,1
midge,2008-11-27,2008,11,27,332,NA,NA,NA,NA,48,NA,3.909236111,3.78,4.05,3.92,0,1
midge,2008-11-28,2008,11,28,333,NA,NA,NA,NA,48,NA,3.678402778,3.55,3.8,3.67,0,1
midge,2008-11-29,2008,11,29,334,NA,NA,NA,NA,48,NA,3.540590278,3.42,3.67,3.55,0,1
midge,2008-11-30,2008,11,30,335,NA,NA,NA,NA,48,NA,3.25,3.04,3.48,3.23,0,1
midge,2008-12-01,2008,12,1,336,NA,NA,NA,NA,48,NA,3.127013889,3.03,3.26,3.12,0,1
midge,2008-12-02,2008,12,2,337,NA,NA,NA,NA,49,NA,2.776319444,2.49,3.04,2.73,0,1
midge,2008-12-03,2008,12,3,338,NA,NA,NA,NA,49,NA,2.221145833,1.81,2.66,2.21,0,1
midge,2008-12-04,2008,12,4,339,NA,NA,NA,NA,49,NA,2.341736111,2.16,2.58,2.35,0,1
midge,2008-12-05,2008,12,5,340,NA,NA,NA,NA,49,NA,2.202291667,2.16,2.28,2.22,0,1
midge,2008-12-06,2008,12,6,341,NA,NA,NA,NA,49,NA,2.139027778,1.97,2.22,2.16,0,1
midge,2008-12-07,2008,12,7,342,NA,NA,NA,NA,49,NA,1.925972222,1.78,2.08,1.91,0,1
midge,2008-12-08,2008,12,8,343,NA,NA,NA,NA,49,NA,1.589027778,1.34,1.86,1.59,0,1
midge,2008-12-09,2008,12,9,344,NA,NA,NA,NA,50,NA,1.841458333,1.65,2.03,1.84,0,1
midge,2008-12-10,2008,12,10,345,NA,NA,NA,NA,50,NA,1.796388889,1.65,1.91,1.81,0,1
midge,2008-12-11,2008,12,11,346,NA,NA,NA,NA,50,NA,1.555069444,1.35,1.72,1.56,0,1
midge,2008-12-12,2008,12,12,347,NA,NA,NA,NA,50,NA,1.362916667,1.23,1.53,1.35,0,1
midge,2008-12-13,2008,12,13,348,NA,NA,NA,NA,50,NA,1.183263889,1.02,1.38,1.2,0,1
midge,2008-12-14,2008,12,14,349,NA,NA,NA,NA,50,NA,0.817291667,0.64,1.02,0.82,0,1
midge,2008-12-15,2008,12,15,350,NA,NA,NA,NA,50,NA,0.568958333,0.26,0.71,0.58,0,1
midge,2008-12-16,2008,12,16,351,NA,NA,NA,NA,51,NA,0.489375,0.2,0.89,0.45,0,1
midge,2008-12-17,2008,12,17,352,NA,NA,NA,NA,51,NA,0.254444444,0.07,0.39,0.26,0,1
midge,2008-12-18,2008,12,18,353,NA,NA,NA,NA,51,NA,0.214930556,0.14,0.36,0.2,0,1
midge,2008-12-19,2008,12,19,354,NA,NA,NA,NA,51,NA,0.343576389,0.14,0.45,0.33,0,1
midge,2008-12-20,2008,12,20,355,NA,NA,NA,NA,51,NA,0.225806452,0.14,0.31,0.25,0,1
midge,2008-12-21,2008,12,21,356,NA,NA,NA,NA,51,NA,0.294444444,0.26,0.33,0.29,0,1
midge,2008-12-22,2008,12,22,357,NA,NA,NA,NA,51,NA,0.357152778,0.26,0.52,0.345,0,1
midge,2008-12-23,2008,12,23,358,NA,NA,NA,NA,52,NA,0.391354167,0.37,0.42,0.39,0,1
midge,2008-12-24,2008,12,24,359,NA,NA,NA,NA,52,NA,0.381764706,0.33,0.39,0.39,0,1
midge,2008-12-25,2008,12,25,360,NA,NA,NA,NA,52,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-26,2008,12,26,361,NA,NA,NA,NA,52,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-27,2008,12,27,362,NA,NA,NA,NA,52,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-28,2008,12,28,363,NA,NA,NA,NA,52,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-29,2008,12,29,364,NA,NA,NA,NA,52,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-30,2008,12,30,365,NA,NA,NA,NA,53,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2008-12-31,2008,12,31,366,NA,NA,NA,NA,53,NA,0.043513514,0.01,0.09,0.04,0,1
midge,2009-01-01,2009,1,1,1,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-02,2009,1,2,2,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-03,2009,1,3,3,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-04,2009,1,4,4,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-05,2009,1,5,5,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-06,2009,1,6,6,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-07,2009,1,7,7,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2009-01-08,2009,1,8,8,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-09,2009,1,9,9,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-10,2009,1,10,10,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-11,2009,1,11,11,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-12,2009,1,12,12,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-13,2009,1,13,13,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-14,2009,1,14,14,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2009-01-15,2009,1,15,15,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-16,2009,1,16,16,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-17,2009,1,17,17,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-18,2009,1,18,18,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-19,2009,1,19,19,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-20,2009,1,20,20,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-21,2009,1,21,21,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2009-01-22,2009,1,22,22,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-23,2009,1,23,23,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-24,2009,1,24,24,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-25,2009,1,25,25,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-26,2009,1,26,26,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-27,2009,1,27,27,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-28,2009,1,28,28,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2009-01-29,2009,1,29,29,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-01-30,2009,1,30,30,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-01-31,2009,1,31,31,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-02-01,2009,2,1,32,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-02-02,2009,2,2,33,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-02-03,2009,2,3,34,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-02-04,2009,2,4,35,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2009-02-05,2009,2,5,36,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-06,2009,2,6,37,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-07,2009,2,7,38,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-08,2009,2,8,39,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-09,2009,2,9,40,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-10,2009,2,10,41,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-11,2009,2,11,42,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2009-02-12,2009,2,12,43,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-13,2009,2,13,44,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-14,2009,2,14,45,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-15,2009,2,15,46,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-16,2009,2,16,47,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-17,2009,2,17,48,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-18,2009,2,18,49,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2009-02-19,2009,2,19,50,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-20,2009,2,20,51,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-21,2009,2,21,52,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-22,2009,2,22,53,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-23,2009,2,23,54,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-24,2009,2,24,55,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-25,2009,2,25,56,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2009-02-26,2009,2,26,57,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-02-27,2009,2,27,58,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-02-28,2009,2,28,59,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-03-01,2009,3,1,60,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-03-02,2009,3,2,61,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-03-03,2009,3,3,62,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-03-04,2009,3,4,63,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2009-03-05,2009,3,5,64,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-06,2009,3,6,65,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-07,2009,3,7,66,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-08,2009,3,8,67,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-09,2009,3,9,68,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-10,2009,3,10,69,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-11,2009,3,11,70,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2009-03-12,2009,3,12,71,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-13,2009,3,13,72,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-14,2009,3,14,73,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-15,2009,3,15,74,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-16,2009,3,16,75,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-17,2009,3,17,76,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-18,2009,3,18,77,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2009-03-19,2009,3,19,78,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-20,2009,3,20,79,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-21,2009,3,21,80,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-22,2009,3,22,81,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-23,2009,3,23,82,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-24,2009,3,24,83,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-25,2009,3,25,84,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2009-03-26,2009,3,26,85,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-03-27,2009,3,27,86,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-03-28,2009,3,28,87,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-03-29,2009,3,29,88,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-03-30,2009,3,30,89,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-03-31,2009,3,31,90,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-04-01,2009,4,1,91,NA,NA,NA,NA,13,NA,4,4,4,4,0,1
midge,2009-04-02,2009,4,2,92,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-03,2009,4,3,93,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-04,2009,4,4,94,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-05,2009,4,5,95,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-06,2009,4,6,96,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-07,2009,4,7,97,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-08,2009,4,8,98,NA,NA,NA,NA,14,NA,4,4,4,4,0,1
midge,2009-04-09,2009,4,9,99,NA,NA,NA,NA,15,NA,4,4,4,4,0,1
midge,2009-04-10,2009,4,10,100,NA,NA,NA,NA,15,NA,4,4,4,4,0,1
midge,2009-04-11,2009,4,11,101,NA,NA,NA,NA,15,NA,4,4,4,4,0,1
midge,2009-04-12,2009,4,12,102,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2009-04-13,2009,4,13,103,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2009-04-14,2009,4,14,104,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2009-04-15,2009,4,15,105,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2009-04-16,2009,4,16,106,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-17,2009,4,17,107,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-18,2009,4,18,108,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-19,2009,4,19,109,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-20,2009,4,20,110,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-21,2009,4,21,111,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-22,2009,4,22,112,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2009-04-23,2009,4,23,113,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-24,2009,4,24,114,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-25,2009,4,25,115,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-26,2009,4,26,116,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-27,2009,4,27,117,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-28,2009,4,28,118,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-29,2009,4,29,119,NA,NA,NA,NA,17,NA,8,8,8,8,0,1
midge,2009-04-30,2009,4,30,120,NA,NA,NA,NA,18,NA,8,8,8,8,0,1
midge,2009-05-01,2009,5,1,121,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-02,2009,5,2,122,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-03,2009,5,3,123,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-04,2009,5,4,124,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-05,2009,5,5,125,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-06,2009,5,6,126,NA,NA,NA,NA,18,NA,12,12,12,12,0,1
midge,2009-05-07,2009,5,7,127,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-08,2009,5,8,128,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-09,2009,5,9,129,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-10,2009,5,10,130,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-11,2009,5,11,131,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-12,2009,5,12,132,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-13,2009,5,13,133,NA,NA,NA,NA,19,NA,12,12,12,12,0,1
midge,2009-05-14,2009,5,14,134,NA,NA,NA,NA,20,NA,12,12,12,12,0,1
midge,2009-05-15,2009,5,15,135,0,0,0,-0.226355329,20,NA,12.75157639,12.11,14.134,12.69,0,1
midge,2009-05-16,2009,5,16,136,NA,NA,NA,NA,20,NA,14.4964132,13.825,15.627,14.355,0,1
midge,2009-05-17,2009,5,17,137,NA,NA,NA,NA,20,NA,15.3688316,14.6825,16.3735,15.1875,0,1
midge,2009-05-18,2009,5,18,138,NA,NA,NA,NA,20,NA,15.8050408,15.11125,16.74675,15.60375,0,1
midge,2009-05-19,2009,5,19,139,NA,NA,NA,NA,20,NA,16.0231454,15.325625,16.933375,15.811875,0,1
midge,2009-05-20,2009,5,20,140,NA,NA,NA,NA,20,NA,16.1321977,15.4328125,17.0266875,15.9159375,0,1
midge,2009-05-21,2009,5,21,141,NA,NA,NA,NA,21,NA,16.18672385,15.48640625,17.07334375,15.96796875,0,1
midge,2009-05-22,2009,5,22,142,NA,NA,NA,NA,21,NA,16.24125,15.54,17.12,16.02,0,0
midge,2009-05-23,2009,5,23,143,NA,NA,NA,NA,21,NA,14.44791667,13.97,14.91,14.43,0,0
midge,2009-05-24,2009,5,24,144,NA,NA,NA,NA,21,NA,14.95333333,14.43,15.54,14.75,0,0
midge,2009-05-25,2009,5,25,145,NA,NA,NA,NA,21,NA,15.57583333,15.23,16.02,15.62,0,0
midge,2009-05-26,2009,5,26,146,NA,NA,NA,NA,21,NA,15.44333333,14.59,16.65,15.54,0,0
midge,2009-05-27,2009,5,27,147,NA,NA,NA,NA,21,NA,15.21916667,14.59,16.18,15.07,0,0
midge,2009-05-28,2009,5,28,148,NA,NA,NA,NA,22,NA,14.29,13.97,14.59,14.28,0,0
midge,2009-05-29,2009,5,29,149,0.014147208,0,0.014147208,0.014147208,22,285449,14.02541667,13.81,14.59,13.97,0,0
midge,2009-05-30,2009,5,30,150,NA,NA,NA,NA,22,NA,14.84291667,14.12,15.54,14.75,0,0
midge,2009-05-31,2009,5,31,151,NA,NA,NA,NA,22,NA,15.365,14.91,15.86,15.305,0,0
midge,2009-06-01,2009,6,1,152,NA,NA,NA,NA,22,NA,14.86333333,14.43,15.23,14.83,0,0
midge,2009-06-02,2009,6,2,153,NA,NA,NA,NA,22,NA,15.42541667,14.91,16.02,15.23,0,0
midge,2009-06-03,2009,6,3,154,NA,NA,NA,NA,22,NA,15.41125,14.43,16.49,15.465,0,0
midge,2009-06-04,2009,6,4,155,0.007073604,0,0.007073604,-0.007073604,23,125431.9,16.28041667,15.54,17.12,16.18,0,0
midge,2009-06-05,2009,6,5,156,NA,NA,NA,NA,23,NA,15.79875,15.23,16.33,15.78,0,0
midge,2009-06-06,2009,6,6,157,NA,NA,NA,NA,23,NA,17.03291667,16.18,18.41,16.57,0,0
midge,2009-06-07,2009,6,7,158,NA,NA,NA,NA,23,NA,18.11666667,17.77,18.41,18.09,0,0
midge,2009-06-08,2009,6,8,159,NA,NA,NA,NA,23,NA,17.66666667,16.81,18.57,17.61,0,0
midge,2009-06-09,2009,6,9,160,NA,NA,NA,NA,23,NA,16.5325,16.18,16.97,16.65,0,0
midge,2009-06-10,2009,6,10,161,NA,NA,NA,NA,23,NA,16.28166667,16.02,16.49,16.255,0,0
midge,2009-06-11,2009,6,11,162,NA,NA,NA,NA,24,NA,16.44375,16.18,16.65,16.41,0,0
midge,2009-06-12,2009,6,12,163,NA,NA,NA,NA,24,NA,16.79291667,16.33,17.44,16.65,0,0
midge,2009-06-13,2009,6,13,164,NA,NA,NA,NA,24,NA,17.16666667,16.65,18.25,17.12,0,0
midge,2009-06-14,2009,6,14,165,NA,NA,NA,NA,24,NA,16.73,16.65,16.97,16.65,0,0
midge,2009-06-15,2009,6,15,166,NA,NA,NA,NA,24,NA,16.75,16.33,16.97,16.81,0,0
midge,2009-06-16,2009,6,16,167,NA,NA,NA,NA,24,NA,17.14708333,16.65,18.09,17.045,0,0
midge,2009-06-17,2009,6,17,168,0.03536802,0,0.03536802,0.028294416,24,136487.1,18.31958333,17.44,19.54,17.93,0,0
midge,2009-06-18,2009,6,18,169,NA,NA,NA,NA,25,NA,18.87708333,18.41,19.38,18.9,0,0
midge,2009-06-19,2009,6,19,170,NA,NA,NA,NA,25,NA,18.23,18.09,18.41,18.25,0,0
midge,2009-06-20,2009,6,20,171,NA,NA,NA,NA,25,NA,18.12958333,17.44,18.57,18.09,0,0
midge,2009-06-21,2009,6,21,172,NA,NA,NA,NA,25,NA,17.56583333,17.12,17.93,17.61,0,0
midge,2009-06-22,2009,6,22,173,NA,NA,NA,NA,25,NA,17.42583333,16.97,17.77,17.44,0,0
midge,2009-06-23,2009,6,23,174,NA,NA,NA,NA,25,NA,17.49916667,16.81,17.93,17.44,0,0
midge,2009-06-24,2009,6,24,175,NA,NA,NA,NA,25,NA,17.43125,16.81,17.93,17.44,0,0
midge,2009-06-25,2009,6,25,176,0.014147208,0,0.014147208,-0.021220812,26,283232.2,18.74208333,17.77,20.35,18.25,0,0
midge,2009-06-26,2009,6,26,177,NA,NA,NA,NA,26,NA,21.24541667,20.19,22.34,21.34,0,0
midge,2009-06-27,2009,6,27,178,NA,NA,NA,NA,26,NA,21.45916667,20.19,22.51,21.51,0,0
midge,2009-06-28,2009,6,28,179,NA,NA,NA,NA,26,NA,19.68541667,19.22,20.03,19.71,0,0
midge,2009-06-29,2009,6,29,180,NA,NA,NA,NA,26,NA,20.2575,20.03,20.68,20.19,0,0
midge,2009-06-30,2009,6,30,181,NA,NA,NA,NA,26,NA,20.31041667,20.03,20.68,20.35,0,0
midge,2009-07-01,2009,7,1,182,NA,NA,NA,NA,26,NA,19.96333333,19.71,20.35,19.87,0,0
midge,2009-07-02,2009,7,2,183,0,0,0,-0.014147208,27,61440.9,19.42833333,19.06,19.71,19.38,0,0
midge,2009-07-03,2009,7,3,184,NA,NA,NA,NA,27,NA,19.79875,19.22,20.68,19.625,0,0
midge,2009-07-04,2009,7,4,185,NA,NA,NA,NA,27,NA,20.47166667,20.19,20.68,20.51,0,0
midge,2009-07-05,2009,7,5,186,NA,NA,NA,NA,27,NA,20.08333333,19.71,20.35,20.03,0,0
midge,2009-07-06,2009,7,6,187,NA,NA,NA,NA,27,NA,20.00333333,19.71,20.51,20.03,0,0
midge,2009-07-07,2009,7,7,188,NA,NA,NA,NA,27,NA,19.60458333,19.38,19.87,19.54,0,0
midge,2009-07-08,2009,7,8,189,NA,NA,NA,NA,27,NA,19.34083333,19.06,19.71,19.3,0,0
midge,2009-07-09,2009,7,9,190,0.056588832,0.021220812,0.077809644,0.077809644,28,287569.5,19.53666667,19.06,20.35,19.54,0,0
midge,2009-07-10,2009,7,10,191,NA,NA,NA,NA,28,NA,20.46791667,19.71,21.84,20.11,0,0
midge,2009-07-11,2009,7,11,192,NA,NA,NA,NA,28,NA,21.59,21.01,22.01,21.67,0,0
midge,2009-07-12,2009,7,12,193,NA,NA,NA,NA,28,NA,21.81291667,21.34,22.34,21.755,0,0
midge,2009-07-13,2009,7,13,194,NA,NA,NA,NA,28,NA,21.48583333,20.84,22.01,21.51,0,0
midge,2009-07-14,2009,7,14,195,NA,NA,NA,NA,28,NA,20.95291667,20.51,21.17,21.01,0,0
midge,2009-07-15,2009,7,15,196,NA,NA,NA,NA,28,NA,20.69166667,20.35,21.17,20.595,0,0
midge,2009-07-16,2009,7,16,197,0.205134517,0.007073604,0.212208121,0.134398477,29,198401.4,20.6975,20.35,21.17,20.68,0,0
midge,2009-07-17,2009,7,17,198,NA,NA,NA,NA,29,NA,21.56333333,21.01,22.51,21.17,0,0
midge,2009-07-18,2009,7,18,199,NA,NA,NA,NA,29,NA,22.20708333,21.51,23.01,22.09,0,0
midge,2009-07-19,2009,7,19,200,NA,NA,NA,NA,29,NA,22.4925,22.17,22.84,22.51,0,0
midge,2009-07-20,2009,7,20,201,NA,NA,NA,NA,29,NA,22.44458333,22.01,23.01,22.34,0,0
midge,2009-07-21,2009,7,21,202,NA,NA,NA,NA,29,NA,22.18791667,21.17,22.84,22.175,0,0
midge,2009-07-22,2009,7,22,203,NA,NA,NA,NA,29,NA,21.73625,21.17,22.17,21.67,0,0
midge,2009-07-23,2009,7,23,204,0.544667511,0.007073604,0.551741115,0.339532994,30,194117.1,21.69375,21.17,22.01,21.67,0,0
midge,2009-07-24,2009,7,24,205,NA,NA,NA,NA,30,NA,21.24333333,21.01,21.67,21.17,0,0
midge,2009-07-25,2009,7,25,206,NA,NA,NA,NA,30,NA,21.7075,21.01,22.67,21.425,0,0
midge,2009-07-26,2009,7,26,207,NA,NA,NA,NA,30,NA,22.41541667,22.01,22.84,22.425,0,0
midge,2009-07-27,2009,7,27,208,NA,NA,NA,NA,30,NA,22.67333333,22.17,23.34,22.51,0,0
midge,2009-07-28,2009,7,28,209,NA,NA,NA,NA,30,NA,23.34958333,22.67,24.21,23.01,0,0
midge,2009-07-29,2009,7,29,210,NA,NA,NA,NA,30,NA,24.08291667,23.86,24.72,24.03,0,0
midge,2009-07-30,2009,7,30,211,0.799317256,0.007073604,0.80639086,0.254649745,31,177152.8,24.23458333,24.03,24.55,24.21,0,0
midge,2009-07-31,2009,7,31,212,NA,NA,NA,NA,31,NA,23.12166667,22.67,24.21,22.925,0,0
midge,2009-08-01,2009,8,1,213,NA,NA,NA,NA,31,NA,23.03375,22.34,24.03,22.67,0,0
midge,2009-08-02,2009,8,2,214,NA,NA,NA,NA,31,NA,23.25166667,23.01,23.86,23.17,0,0
midge,2009-08-03,2009,8,3,215,NA,NA,NA,NA,31,NA,23.23291667,22.84,23.86,23.09,0,0
midge,2009-08-04,2009,8,4,216,NA,NA,NA,NA,31,NA,23.51458333,22.84,24.55,23.255,0,0
midge,2009-08-05,2009,8,5,217,NA,NA,NA,NA,31,NA,24.26375,24.03,24.55,24.295,0,0
midge,2009-08-06,2009,8,6,218,0.346606598,0.007073604,0.353680202,-0.452710658,32,322810.4,23.94625,23.52,24.38,24.03,0,0
midge,2009-08-07,2009,8,7,219,NA,NA,NA,NA,32,NA,23.55833333,23.34,23.86,23.52,0,0
midge,2009-08-08,2009,8,8,220,NA,NA,NA,NA,32,NA,22.93583333,22.67,23.17,23.01,0,0
midge,2009-08-09,2009,8,9,221,NA,NA,NA,NA,32,NA,22.4375,22.17,22.84,22.34,0,0
midge,2009-08-10,2009,8,10,222,NA,NA,NA,NA,32,NA,22.5125,22.01,23.17,22.255,0,0
midge,2009-08-11,2009,8,11,223,NA,NA,NA,NA,32,NA,23.14208333,22.67,24.03,23.01,0,0
