PRISM Time Series Data
Location:  Lat: 43.4098   Lon: -72.0367   Elev: 361m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2017-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2018-Oct-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1987-03-06,0.00,-15.9,-6.4,3.1
1987-03-07,0.00,-11.6,-1.8,8.1
1987-03-08,0.00,-1.9,6.0,13.8
1987-03-09,0.00,-1.7,7.4,16.5
1987-03-10,0.00,-16.8,-6.0,4.7
1987-03-11,0.00,-19.0,-12.4,-5.7
1987-03-12,0.00,-16.9,-7.8,1.3
1987-03-13,0.00,-12.2,-5.4,1.5
1987-03-14,0.00,-7.8,-2.8,2.1
1987-03-15,0.00,-9.3,-2.2,4.9
1987-03-16,0.00,-9.6,-2.3,5.0
1987-03-17,0.05,-7.4,-3.4,0.6
1987-03-18,0.00,-4.8,-2.2,0.4
1987-03-19,0.00,-3.9,0.6,5.0
1987-03-20,0.00,-2.1,1.4,4.9
1987-03-21,3.21,-0.6,2.3,5.1
1987-03-22,3.79,0.1,1.9,3.6
1987-03-23,0.00,-2.0,2.7,7.4
1987-03-24,0.00,-3.6,5.0,13.5
1987-03-25,0.00,-3.2,7.2,17.5
1987-03-26,0.55,-0.7,9.2,19.2
1987-03-27,0.05,-1.3,3.3,7.8
1987-03-28,0.00,0.0,6.3,12.5
1987-03-29,0.00,-2.3,4.9,12.0
1987-03-30,1.87,-0.6,8.2,16.9
1987-03-31,17.36,3.5,9.6,15.8
1987-04-01,28.86,-0.1,7.2,14.5
1987-04-02,0.00,-6.5,-2.1,2.3
1987-04-03,0.26,-3.2,3.6,10.5
1987-04-04,10.12,2.5,7.4,12.3
1987-04-05,43.16,4.5,7.7,11.0
1987-04-06,31.63,4.2,6.0,7.7
1987-04-07,16.62,4.1,6.3,8.6
1987-04-08,4.75,1.4,4.1,6.8
1987-04-09,0.00,1.6,4.5,7.4
1987-04-10,0.00,-2.6,3.8,10.2
1987-04-11,0.00,-1.6,8.7,19.0
1987-04-12,0.01,1.1,11.6,22.1
1987-04-13,2.20,3.2,12.0,20.8
1987-04-14,0.81,-3.6,3.2,10.1
1987-04-15,0.00,-3.2,7.2,17.5
1987-04-16,0.00,-0.9,9.3,19.5
1987-04-17,1.73,3.2,5.8,8.3
1987-04-18,3.30,3.8,6.4,9.0
1987-04-19,0.99,8.1,11.5,15.0
1987-04-20,0.00,7.2,14.9,22.7
1987-04-21,0.00,8.0,15.3,22.6
1987-04-22,0.08,7.3,16.5,25.7
1987-04-23,0.00,-0.1,9.1,18.3
1987-04-24,0.45,2.3,7.1,11.9
1987-04-25,2.47,-0.0,6.0,11.9
1987-04-26,0.00,-2.5,6.6,15.7
1987-04-27,0.00,-3.5,6.6,16.7
1987-04-28,4.58,-2.2,5.8,13.9
1987-04-29,27.54,-1.1,1.2,3.4
1987-04-30,2.44,-0.5,4.1,8.8
1987-05-01,0.00,-0.1,4.7,9.6
1987-05-02,0.00,-2.2,5.9,13.9
1987-05-03,0.00,-1.0,9.0,19.0
1987-05-04,0.01,1.5,7.7,14.0
1987-05-05,3.84,3.5,8.6,13.7
1987-05-06,8.84,4.6,6.0,7.4
1987-05-07,0.00,4.1,8.5,12.8
1987-05-08,0.00,-1.4,9.4,20.2
1987-05-09,0.00,-1.1,8.7,18.6
1987-05-10,0.00,4.0,12.9,21.8
1987-05-11,0.00,3.0,14.9,26.9
1987-05-12,0.47,5.7,15.4,25.2
1987-05-13,0.00,-0.0,10.1,20.2
1987-05-14,0.01,-0.5,10.0,20.6
1987-05-15,0.00,3.3,13.5,23.6
1987-05-16,0.50,1.1,9.4,17.8
1987-05-17,0.00,4.4,12.4,20.4
1987-05-18,0.00,10.7,16.4,22.1
1987-05-19,0.08,4.5,11.5,18.4
1987-05-20,0.00,1.3,10.4,19.5
1987-05-21,0.00,3.7,10.2,16.6
1987-05-22,0.00,7.2,14.2,21.2
1987-05-23,0.97,13.6,20.7,27.8
1987-05-24,13.85,6.9,13.8,20.6
1987-05-25,0.00,6.7,10.0,13.2
1987-05-26,0.00,7.2,11.4,15.7
1987-05-27,0.53,9.5,16.7,23.8
1987-05-28,2.88,10.8,14.5,18.2
1987-05-29,2.05,13.9,21.4,28.8
1987-05-30,0.00,15.4,22.8,30.2
1987-05-31,1.16,16.2,24.2,32.2
1987-06-01,1.52,16.7,24.3,31.9
1987-06-02,0.00,16.2,22.7,29.2
1987-06-03,5.29,11.5,16.4,21.2
1987-06-04,6.71,10.7,15.9,21.2
1987-06-05,12.19,11.1,12.5,14.0
1987-06-06,0.00,8.1,16.0,24.0
1987-06-07,0.29,1.2,9.8,18.4
1987-06-08,4.22,5.9,12.8,19.7
1987-06-09,9.34,11.8,15.5,19.2
1987-06-10,3.30,10.6,15.5,20.4
1987-06-11,0.22,5.7,13.1,20.5
1987-06-12,2.14,9.4,16.5,23.7
1987-06-13,1.90,12.2,16.0,19.7
1987-06-14,0.30,15.1,21.3,27.4
1987-06-15,0.00,15.9,21.6,27.2
1987-06-16,0.01,9.8,18.9,28.0
1987-06-17,1.64,9.2,18.4,27.6
1987-06-18,0.00,6.8,15.0,23.2
1987-06-19,0.00,9.2,18.4,27.6
1987-06-20,0.00,11.7,20.5,29.2
1987-06-21,0.00,7.6,17.2,26.7
1987-06-22,15.86,12.2,19.4,26.6
1987-06-23,65.51,15.4,18.0,20.6
1987-06-24,0.78,11.2,16.2,21.2
1987-06-25,0.00,12.3,21.2,30.1
1987-06-26,6.51,10.3,14.4,18.5
1987-06-27,20.16,11.2,13.8,16.4
1987-06-28,23.67,13.0,15.1,17.2
1987-06-29,0.00,9.8,15.9,22.0
1987-06-30,0.00,13.0,19.9,26.8
1987-07-01,0.00,15.1,21.5,27.9
1987-07-02,0.00,10.7,17.0,23.4
1987-07-03,21.90,12.1,17.2,22.3
1987-07-04,0.71,12.7,14.4,16.2
1987-07-05,0.00,12.9,20.0,27.1
1987-07-06,0.00,13.2,20.6,28.0
1987-07-07,0.00,13.2,20.3,27.3
1987-07-08,0.00,14.3,19.0,23.7
1987-07-09,0.00,16.9,21.3,25.7
1987-07-10,0.00,18.4,24.7,31.0
1987-07-11,6.87,18.2,25.0,31.9
1987-07-12,3.48,19.0,24.9,30.8
1987-07-13,1.26,20.2,25.2,30.2
1987-07-14,0.00,21.4,24.9,28.4
1987-07-15,3.33,15.1,21.4,27.8
1987-07-16,0.00,7.2,14.5,21.7
1987-07-17,0.00,7.5,15.2,22.9
1987-07-18,0.00,10.2,18.3,26.5
1987-07-19,1.05,14.4,22.7,30.9
1987-07-20,0.00,14.5,20.5,26.4
1987-07-21,3.30,15.6,19.3,23.0
1987-07-22,0.00,16.1,20.9,25.7
1987-07-23,0.00,14.9,22.7,30.4
1987-07-24,0.00,16.4,23.9,31.3
1987-07-25,0.43,18.9,25.7,32.6
1987-07-26,0.00,17.8,24.1,30.5
1987-07-27,1.92,10.6,19.6,28.5
1987-07-28,0.96,10.3,18.1,25.9
1987-07-29,0.00,6.1,14.9,23.7
1987-07-30,2.42,8.0,16.1,24.1
1987-07-31,3.52,9.9,17.9,25.9
1987-08-01,0.00,6.2,15.0,23.8
1987-08-02,4.54,6.4,15.4,24.5
1987-08-03,15.64,10.9,18.5,26.0
1987-08-04,1.61,14.7,21.0,27.3
1987-08-05,0.00,16.0,23.4,30.7
1987-08-06,0.00,12.2,18.2,24.2
1987-08-07,0.01,11.4,18.3,25.2
1987-08-08,0.31,13.9,19.5,25.1
1987-08-09,3.75,12.0,20.4,28.9
1987-08-10,13.05,12.9,18.6,24.2
1987-08-11,3.13,10.0,13.1,16.3
1987-08-12,0.00,6.6,14.6,22.6
1987-08-13,0.00,7.7,16.1,24.5
1987-08-14,0.00,9.9,18.1,26.4
1987-08-15,0.00,12.0,20.0,27.9
1987-08-16,0.00,13.6,21.8,29.9
1987-08-17,0.00,15.8,24.0,32.2
1987-08-18,0.00,17.7,25.6,33.5
1987-08-19,0.86,12.6,21.4,30.3
1987-08-20,6.87,11.9,20.7,29.6
1987-08-21,0.00,8.9,17.3,25.6
1987-08-22,4.59,9.7,17.7,25.6
1987-08-23,12.41,8.9,14.8,20.8
1987-08-24,0.00,3.3,12.0,20.6
1987-08-25,0.54,2.7,10.9,19.1
1987-08-26,0.03,4.8,12.8,20.9
1987-08-27,0.00,6.9,14.0,21.0
1987-08-28,6.63,8.7,11.5,14.3
1987-08-29,12.47,10.7,12.8,14.9
1987-08-30,6.47,6.2,9.3,12.4
1987-08-31,0.29,7.6,15.8,24.0
1987-09-01,1.87,9.8,16.7,23.6
1987-09-02,0.00,6.3,13.3,20.4
1987-09-03,0.00,5.0,11.2,17.3
1987-09-04,0.00,3.0,10.9,18.8
1987-09-05,0.00,2.8,12.0,21.3
1987-09-06,0.00,6.1,15.1,24.0
1987-09-07,2.17,10.1,16.9,23.7
1987-09-08,13.67,14.6,18.4,22.1
1987-09-09,32.99,16.6,19.7,22.8
1987-09-10,1.00,14.2,19.9,25.6
1987-09-11,0.08,14.6,20.8,27.0
1987-09-12,0.85,14.9,16.4,18.0
1987-09-13,8.80,13.1,15.1,17.1
1987-09-14,33.77,13.6,14.5,15.3
1987-09-15,0.00,6.7,14.8,22.9
1987-09-16,0.00,7.0,14.4,21.8
1987-09-17,0.56,8.3,16.1,23.8
1987-09-18,8.22,9.6,15.3,21.0
1987-09-19,11.43,9.9,10.9,12.0
1987-09-20,9.17,10.3,11.2,12.1
1987-09-21,9.52,10.4,11.3,12.2
1987-09-22,0.26,11.0,13.4,15.9
1987-09-23,0.35,6.1,11.2,16.4
1987-09-24,1.45,6.5,12.4,18.3
1987-09-25,0.00,2.1,9.6,17.1
1987-09-26,0.00,-1.0,5.9,12.8
1987-09-27,0.00,-0.5,8.1,16.6
1987-09-28,0.00,2.0,9.6,17.2
1987-09-29,0.00,5.3,14.0,22.6
1987-09-30,0.67,9.7,17.7,25.7
1987-10-01,5.68,9.3,13.6,17.9
1987-10-02,0.00,0.8,6.9,13.0
1987-10-03,10.17,1.8,10.0,18.3
1987-10-04,47.80,5.5,10.8,16.0
1987-10-05,17.61,-0.9,2.3,5.5
1987-10-06,0.00,-0.2,8.8,17.9
1987-10-07,1.60,2.2,11.1,20.0
1987-10-08,4.37,3.5,9.8,16.1
1987-10-09,0.00,-0.2,6.5,13.2
1987-10-10,0.65,0.8,6.4,11.9
1987-10-11,6.26,3.0,9.3,15.7
1987-10-12,5.81,0.2,1.8,3.4
1987-10-13,0.00,-4.0,2.3,8.5
1987-10-14,0.00,-4.4,3.4,11.3
1987-10-15,0.00,-3.6,4.7,13.0
1987-10-16,0.00,-1.6,8.7,18.9
1987-10-17,0.00,0.8,9.1,17.4
1987-10-18,0.00,4.5,10.6,16.8
1987-10-19,0.00,1.5,9.9,18.4
1987-10-20,1.37,1.3,9.0,16.6
1987-10-21,5.59,2.5,9.1,15.7
1987-10-22,3.40,-0.3,6.4,13.2
1987-10-23,0.00,-2.9,3.1,9.0
1987-10-24,0.87,-1.1,5.4,11.9
1987-10-25,2.14,-0.5,8.3,17.1
1987-10-26,0.00,-2.1,4.6,11.2
1987-10-27,0.76,-5.7,3.1,12.0
1987-10-28,21.37,-3.5,4.4,12.3
1987-10-29,4.53,0.5,5.8,11.1
1987-10-30,0.00,-2.6,3.3,9.3
1987-10-31,0.42,-1.3,4.3,10.0
1987-11-01,0.00,-1.8,4.1,10.0
1987-11-02,0.00,-4.7,3.6,11.8
1987-11-03,0.00,-4.0,3.4,10.7
1987-11-04,1.60,2.5,6.0,9.6
1987-11-05,0.00,7.1,14.4,21.8
1987-11-06,0.36,-4.7,5.1,15.0
1987-11-07,0.81,-6.3,-3.6,-0.8
1987-11-08,0.00,-5.0,-0.8,3.5
1987-11-09,0.02,-2.4,4.1,10.5
1987-11-10,1.44,0.4,6.4,12.5
1987-11-11,5.78,-4.1,-1.1,1.8
1987-11-12,5.88,-3.6,-1.7,0.3
1987-11-13,0.00,-3.8,-0.5,2.7
1987-11-14,0.00,-2.7,2.5,7.7
1987-11-15,0.00,-3.9,3.7,11.3
1987-11-16,0.00,-5.3,1.3,7.8
1987-11-17,0.00,-4.7,2.0,8.6
1987-11-18,7.19,1.4,7.7,14.0
1987-11-19,0.00,0.8,8.6,16.4
1987-11-20,0.00,-3.9,2.2,8.2
1987-11-21,0.89,-10.7,-3.4,4.0
1987-11-22,0.00,-12.6,-10.4,-8.3
1987-11-23,0.00,-9.9,-5.9,-1.8
1987-11-24,0.00,-8.5,-2.3,4.0
1987-11-25,2.97,-2.0,5.2,12.4
1987-11-26,9.40,0.6,2.8,5.0
1987-11-27,4.44,-3.4,-1.1,1.3
1987-11-28,0.00,-6.1,-3.2,-0.3
1987-11-29,1.29,-6.3,-2.2,1.9
1987-11-30,16.45,-4.2,-0.5,3.3
1987-12-01,10.72,0.6,3.6,6.6
1987-12-02,0.03,0.2,3.4,6.6
1987-12-03,0.00,-4.9,-1.2,2.4
1987-12-04,0.72,-4.3,-0.6,3.1
1987-12-05,1.13,-4.1,-1.8,0.5
1987-12-06,0.00,-4.6,-2.7,-0.9
1987-12-07,0.00,-4.8,-2.4,0.1
1987-12-08,0.00,-11.8,-4.6,2.7
1987-12-09,0.00,-11.5,-3.5,4.5
1987-12-10,0.08,-1.6,4.2,10.0
1987-12-11,0.02,0.4,5.0,9.5
1987-12-12,0.55,-4.7,0.5,5.7
1987-12-13,0.84,-3.9,-1.5,0.9
1987-12-14,0.00,-1.6,1.5,4.7
1987-12-15,6.25,-4.6,0.4,5.3
1987-12-16,15.17,-4.7,-1.9,0.8
1987-12-17,0.77,-4.5,-1.5,1.5
1987-12-18,0.00,-9.1,-5.3,-1.5
1987-12-19,0.08,-11.4,-7.1,-2.9
1987-12-20,2.57,-8.9,-4.3,0.4
1987-12-21,7.86,-4.5,-1.9,0.7
1987-12-22,0.00,-6.3,-0.9,4.4
1987-12-23,0.00,-7.4,-1.8,3.9
1987-12-24,0.00,-6.6,-1.2,4.3
1987-12-25,0.09,-5.7,-1.1,3.5
1987-12-26,0.00,-0.1,3.2,6.6
1987-12-27,0.00,-10.8,-5.0,0.8
1987-12-28,0.24,-10.0,-4.5,0.9
1987-12-29,2.52,-11.0,-8.5,-6.0
1987-12-30,0.38,-20.1,-14.1,-8.1
1987-12-31,0.00,-19.3,-15.6,-11.9
1988-01-01,0.00,-16.4,-8.9,-1.5
1988-01-02,0.00,-8.6,-1.6,5.4
1988-01-03,0.00,-17.0,-10.1,-3.1
1988-01-04,1.34,-16.6,-9.8,-3.0
1988-01-05,2.36,-12.0,-7.2,-2.5
1988-01-06,0.00,-15.8,-12.6,-9.5
1988-01-07,0.00,-18.3,-13.7,-9.1
1988-01-08,0.00,-20.6,-15.6,-10.7
1988-01-09,5.77,-18.0,-12.7,-7.3
1988-01-10,0.59,-17.8,-9.8,-1.8
1988-01-11,0.00,-27.3,-16.1,-4.8
1988-01-12,0.00,-25.8,-15.2,-4.5
1988-01-13,0.90,-18.0,-9.6,-1.3
1988-01-14,0.00,-24.3,-10.2,3.9
1988-01-15,0.00,-27.3,-22.9,-18.4
1988-01-16,0.00,-26.0,-18.1,-10.3
1988-01-17,0.00,-20.1,-9.8,0.6
1988-01-18,2.45,-10.6,-3.4,3.8
1988-01-19,7.74,0.1,2.0,3.8
1988-01-20,0.00,-3.0,1.1,5.3
1988-01-21,7.70,-2.1,-0.8,0.4
1988-01-22,0.00,-8.4,-2.2,4.0
1988-01-23,0.00,-16.0,-8.5,-0.9
1988-01-24,0.00,-15.3,-8.5,-1.7
1988-01-25,0.00,-13.5,-6.8,-0.2
1988-01-26,20.00,-3.2,-0.4,2.3
1988-01-27,0.00,-14.2,-7.5,-0.8
1988-01-28,0.00,-23.2,-15.4,-7.5
1988-01-29,0.00,-23.4,-13.8,-4.3
1988-01-30,0.00,-22.0,-12.3,-2.7
1988-01-31,0.00,-3.7,0.4,4.5
1988-02-01,0.00,0.4,6.3,12.3
1988-02-02,1.33,2.1,5.7,9.3
1988-02-03,0.47,-11.1,-2.9,5.3
1988-02-04,12.78,-11.2,-7.0,-2.9
1988-02-05,7.31,-15.5,-9.8,-4.0
1988-02-06,0.00,-26.9,-17.9,-8.8
1988-02-07,0.00,-26.1,-16.3,-6.5
1988-02-08,0.00,-18.2,-12.8,-7.4
1988-02-09,0.00,-18.1,-10.0,-2.0
1988-02-10,0.00,-18.1,-10.1,-2.2
1988-02-11,0.00,-16.7,-8.5,-0.3
1988-02-12,7.12,-14.6,-8.4,-2.2
1988-02-13,34.34,-7.0,-4.6,-2.2
1988-02-14,0.00,-11.5,-7.9,-4.2
1988-02-15,0.90,-13.3,-7.3,-1.3
1988-02-16,2.52,-9.4,-2.1,5.3
1988-02-17,0.00,-7.0,-1.6,3.8
1988-02-18,0.00,-6.3,-2.0,2.2
1988-02-19,2.25,-11.4,-2.9,5.6
1988-02-20,16.54,-10.6,-2.3,5.9
1988-02-21,0.00,-5.2,0.8,6.9
1988-02-22,0.00,-16.9,-11.1,-5.3
1988-02-23,0.00,-14.9,-5.7,3.5
1988-02-24,0.00,-4.8,1.2,7.2
1988-02-25,0.00,-14.2,-6.8,0.5
1988-02-26,0.00,-17.0,-8.7,-0.5
1988-02-27,0.00,-16.0,-8.1,-0.1
1988-02-28,0.00,-15.1,-7.1,1.0
1988-02-29,0.00,-13.9,-6.0,2.0
1988-03-01,0.00,-12.5,-3.9,4.6
1988-03-02,0.00,-16.0,-8.1,-0.2
1988-03-03,0.64,-14.1,-4.1,5.9
1988-03-04,3.35,-4.2,-0.0,4.2
1988-03-05,1.60,-12.0,-6.8,-1.5
1988-03-06,0.00,-17.6,-8.2,1.2
1988-03-07,0.00,-15.5,-4.0,7.5
1988-03-08,0.00,-6.1,1.8,9.7
1988-03-09,0.43,-5.3,0.7,6.7
1988-03-10,2.08,-2.2,2.7,7.5
1988-03-11,0.00,-4.8,-0.7,3.5
1988-03-12,0.24,-9.6,-3.5,2.5
1988-03-13,0.85,-7.9,-1.4,5.0
1988-03-14,2.42,-1.7,1.1,3.8
1988-03-15,1.25,-2.6,0.8,4.2
1988-03-16,0.00,-4.0,-0.6,2.8
1988-03-17,0.00,-5.5,0.1,5.7
1988-03-18,0.00,-6.9,0.7,8.3
1988-03-19,0.00,-6.3,-0.6,5.0
1988-03-20,0.52,-8.1,-1.4,5.4
1988-03-21,0.24,-17.0,-8.7,-0.4
1988-03-22,0.00,-15.6,-11.5,-7.5
1988-03-23,0.00,-13.6,-6.2,1.1
1988-03-24,0.00,-11.5,-2.1,7.2
1988-03-25,2.26,0.6,7.4,14.3
1988-03-26,5.88,1.3,4.6,7.9
1988-03-27,12.42,2.7,6.1,9.4
1988-03-28,0.00,-2.4,3.6,9.7
1988-03-29,0.00,-3.8,0.7,5.2
1988-03-30,0.00,-3.6,5.1,13.9
1988-03-31,0.00,-2.5,6.3,15.2
1988-04-01,0.00,-2.9,6.0,14.9
1988-04-02,0.00,-0.6,4.8,10.3
1988-04-03,0.59,0.6,8.9,17.3
1988-04-04,3.85,3.2,5.7,8.2
1988-04-05,4.96,4.0,9.9,15.8
1988-04-06,1.12,3.2,7.8,12.5
1988-04-07,0.00,-0.8,4.3,9.4
1988-04-08,0.07,1.0,4.8,8.6
1988-04-09,0.18,3.5,6.3,9.1
1988-04-10,0.16,3.6,9.6,15.6
1988-04-11,1.44,2.1,7.7,13.2
1988-04-12,1.06,1.8,6.4,11.0
1988-04-13,0.00,-3.7,4.1,12.0
1988-04-14,0.00,-4.4,3.7,11.8
1988-04-15,1.33,-3.2,4.8,12.8
1988-04-16,6.08,-0.4,1.5,3.3
1988-04-17,1.48,-0.2,2.5,5.3
1988-04-18,0.43,0.3,6.8,13.3
1988-04-19,0.05,-2.1,4.7,11.5
1988-04-20,0.00,-2.2,3.9,10.0
1988-04-21,0.00,-4.5,1.6,7.7
1988-04-22,0.00,-3.1,2.9,8.9
1988-04-23,0.50,-3.2,3.0,9.3
1988-04-24,5.35,-0.4,5.7,11.7
1988-04-25,2.76,2.9,4.6,6.4
1988-04-26,0.00,-3.1,3.9,10.8
1988-04-27,0.00,-1.5,8.3,18.2
1988-04-28,12.32,2.1,11.0,19.9
1988-04-29,63.17,4.6,7.0,9.5
1988-04-30,8.65,3.9,8.0,12.2
1988-05-01,1.33,3.8,7.3,10.8
1988-05-02,1.53,4.2,8.0,11.8
1988-05-03,1.72,2.1,5.9,9.7
1988-05-04,0.00,1.8,8.7,15.6
1988-05-05,0.00,2.5,11.3,20.1
1988-05-06,2.03,5.1,14.6,24.1
1988-05-07,2.05,8.9,14.5,20.2
1988-05-08,0.00,0.5,10.9,21.2
1988-05-09,0.00,-0.0,10.2,20.3
1988-05-10,2.31,3.0,12.9,22.7
1988-05-11,7.84,6.4,8.6,10.8
1988-05-12,6.22,2.7,8.1,13.4
1988-05-13,0.22,3.7,12.7,21.7
1988-05-14,3.26,3.9,15.0,26.1
1988-05-15,0.00,2.1,11.2,20.3
1988-05-16,0.40,3.7,13.4,23.2
1988-05-17,2.24,8.7,16.2,23.7
1988-05-18,1.98,12.1,17.6,23.0
1988-05-19,8.66,11.2,13.2,15.3
1988-05-20,14.81,11.7,12.8,14.0
1988-05-21,0.74,12.2,14.4,16.5
1988-05-22,0.00,12.5,16.1,19.7
1988-05-23,2.96,10.9,16.9,22.9
1988-05-24,3.95,12.0,19.6,27.3
1988-05-25,11.41,8.6,16.0,23.5
1988-05-26,14.69,4.4,7.4,10.5
1988-05-27,0.00,4.9,11.1,17.3
1988-05-28,0.00,8.2,17.6,27.1
1988-05-29,0.00,11.0,20.8,30.6
1988-05-30,0.92,10.7,19.2,27.7
1988-05-31,6.94,11.4,14.5,17.6
1988-06-01,0.00,7.4,15.8,24.2
1988-06-02,0.00,4.2,12.8,21.4
1988-06-03,0.19,5.2,10.4,15.6
1988-06-04,0.96,6.5,11.3,16.2
1988-06-05,0.00,6.6,12.4,18.2
1988-06-06,0.00,9.4,16.7,24.1
1988-06-07,0.00,5.5,13.5,21.5
1988-06-08,0.00,2.0,11.3,20.6
1988-06-09,0.00,4.6,12.4,20.1
1988-06-10,0.00,2.7,9.6,16.5
1988-06-11,0.00,2.0,10.0,17.9
1988-06-12,0.00,5.4,14.6,23.8
1988-06-13,0.00,12.0,21.1,30.3
1988-06-14,0.00,12.5,22.6,32.7
1988-06-15,0.00,14.4,23.7,33.0
1988-06-16,1.29,15.6,25.0,34.3
1988-06-17,6.37,15.0,23.2,31.5
1988-06-18,1.25,12.0,16.0,20.0
1988-06-19,0.00,10.8,18.7,26.6
1988-06-20,0.00,12.0,20.8,29.6
1988-06-21,0.00,15.5,23.5,31.5
1988-06-22,0.49,12.9,21.4,29.8
1988-06-23,6.86,14.7,21.5,28.3
1988-06-24,0.00,5.7,14.5,23.3
1988-06-25,0.44,8.6,15.0,21.5
1988-06-26,1.00,11.1,15.3,19.5
1988-06-27,0.00,9.4,16.3,23.3
1988-06-28,0.41,7.1,15.7,24.3
1988-06-29,1.68,7.2,16.7,26.1
1988-06-30,0.22,4.3,12.8,21.4
1988-07-01,6.36,5.4,10.5,15.6
1988-07-02,3.07,6.1,11.7,17.2
1988-07-03,0.00,8.7,14.3,19.9
1988-07-04,0.00,9.0,17.9,26.7
1988-07-05,0.00,11.0,19.8,28.6
1988-07-06,0.00,13.3,21.5,29.7
1988-07-07,0.00,16.1,23.9,31.6
1988-07-08,3.83,17.2,25.1,33.0
1988-07-09,1.38,18.6,26.0,33.3
1988-07-10,0.00,19.4,25.8,32.2
1988-07-11,0.00,17.6,26.2,34.9
1988-07-12,0.73,18.3,25.0,31.8
1988-07-13,0.00,15.6,23.7,31.9
1988-07-14,1.22,12.2,20.8,29.5
1988-07-15,4.90,14.5,22.7,30.8
1988-07-16,0.49,11.6,19.2,26.7
1988-07-17,14.84,14.1,22.5,31.0
1988-07-18,32.60,18.0,23.0,28.1
1988-07-19,0.23,17.9,24.1,30.2
1988-07-20,7.54,17.0,19.3,21.6
1988-07-21,15.46,16.3,22.5,28.6
1988-07-22,41.09,15.0,16.3,17.6
1988-07-23,2.49,14.3,18.5,22.7
1988-07-24,10.09,15.2,20.9,26.5
1988-07-25,2.07,16.2,18.9,21.6
1988-07-26,0.78,14.3,20.4,26.5
1988-07-27,10.61,15.2,21.3,27.5
1988-07-28,4.87,17.1,22.4,27.7
1988-07-29,2.75,14.4,19.9,25.3
1988-07-30,0.20,15.6,22.7,29.8
1988-07-31,0.76,17.8,25.4,33.1
1988-08-01,1.40,18.1,22.8,27.4
1988-08-02,0.00,15.5,22.3,29.1
1988-08-03,0.00,16.7,24.2,31.6
1988-08-04,0.00,19.7,26.3,33.0
1988-08-05,0.00,19.9,26.2,32.6
1988-08-06,0.28,19.8,26.2,32.5
1988-08-07,3.00,20.1,25.5,30.9
1988-08-08,0.00,17.5,23.4,29.4
1988-08-09,0.00,15.9,22.4,28.9
1988-08-10,0.00,16.6,23.7,30.7
1988-08-11,0.35,18.8,25.2,31.7
1988-08-12,0.83,19.5,25.6,31.7
1988-08-13,0.00,16.8,24.5,32.1
1988-08-14,3.14,17.9,25.3,32.8
1988-08-15,15.81,20.2,26.3,32.3
1988-08-16,6.33,18.0,24.0,30.1
1988-08-17,5.85,11.9,17.3,22.7
1988-08-18,10.23,12.7,19.4,26.0
1988-08-19,0.00,5.7,13.8,21.9
1988-08-20,0.00,6.4,14.9,23.4
1988-08-21,0.00,8.5,16.8,25.1
1988-08-22,0.00,4.0,12.4,20.9
1988-08-23,0.16,2.7,10.0,17.4
1988-08-24,7.15,4.6,12.4,20.1
1988-08-25,21.88,10.4,11.5,12.5
1988-08-26,0.00,11.7,16.2,20.7
1988-08-27,0.00,9.7,17.0,24.4
1988-08-28,3.06,11.5,18.3,25.2
1988-08-29,20.56,18.0,22.7,27.4
1988-08-30,31.28,12.0,16.3,20.7
1988-08-31,0.19,7.8,14.6,21.4
1988-09-01,0.00,8.3,15.4,22.4
1988-09-02,0.00,8.7,16.2,23.7
1988-09-03,0.00,9.8,18.1,26.4
1988-09-04,3.06,12.2,19.0,25.9
1988-09-05,24.05,13.5,14.9,16.2
1988-09-06,0.00,4.4,13.6,22.8
1988-09-07,0.00,2.8,9.9,17.0
1988-09-08,0.00,3.7,11.7,19.8
1988-09-09,0.00,5.4,13.8,22.3
1988-09-10,0.00,7.5,15.2,22.8
1988-09-11,0.00,8.2,16.3,24.4
1988-09-12,0.00,4.3,11.4,18.6
1988-09-13,2.71,5.8,12.9,19.9
1988-09-14,4.20,4.9,12.9,20.9
1988-09-15,1.44,5.3,12.1,18.9
1988-09-16,0.00,0.7,7.7,14.7
1988-09-17,0.42,2.2,10.1,18.1
1988-09-18,3.90,5.6,10.8,16.1
1988-09-19,0.00,10.3,16.3,22.3
1988-09-20,0.67,10.8,17.6,24.3
1988-09-21,9.03,14.4,17.1,19.9
1988-09-22,0.00,11.1,16.2,21.4
1988-09-23,0.22,8.1,13.2,18.4
1988-09-24,1.29,7.1,12.7,18.3
1988-09-25,0.00,4.0,11.4,18.9
1988-09-26,0.00,3.8,11.2,18.6
1988-09-27,0.00,1.4,10.1,18.9
1988-09-28,0.00,2.1,10.7,19.4
1988-09-29,0.00,0.2,9.4,18.6
1988-09-30,0.00,0.5,8.2,15.8
1988-10-01,0.00,5.6,12.9,20.2
1988-10-02,0.00,9.9,17.4,25.0
1988-10-03,0.52,9.5,16.4,23.4
1988-10-04,0.00,8.7,13.1,17.6
1988-10-05,0.48,4.6,9.0,13.4
1988-10-06,0.44,2.4,5.4,8.5
